year,month,circle,type_of_connection,service_provider,value,notes
2010,December,Odisha,wireless,Sistema,,
2010,December,Punjab,wireless,Sistema,,
2010,December,Rajasthan,wireless,Sistema,1764476,
2010,December,Tamil Nadu,wireless,Sistema,1162002,
2010,December,Uttar Pradesh (East),wireless,Sistema,8620,
2010,December,Uttar Pradesh (West),wireless,Sistema,9831,
2010,December,West Bengal,wireless,Sistema,1078528,
2010,December,All India,wireless,Sistema,8433667,
2010,December,Andhra Pradesh,wireless,Loop,,
2010,December,Assam,wireless,Loop,,
2010,December,Bihar,wireless,Loop,,
2010,December,Delhi,wireless,Loop,,
2010,December,Gujarat,wireless,Loop,,
2010,December,Himachal Pradesh,wireless,Loop,,
2010,December,Haryana,wireless,Loop,99,
2010,December,Jammu and Kashmir,wireless,Loop,,
2010,December,Karnataka,wireless,Loop,,
2010,December,Kerala,wireless,Loop,,
2010,December,Kolkata,wireless,Loop,331,
2010,December,Madhya Pradesh,wireless,Loop,68,
2010,December,Maharashtra,wireless,Loop,,
2010,December,Mumbai,wireless,Loop,3043654,
2010,December,North East,wireless,Loop,,
2010,December,Odisha,wireless,Loop,178,
2010,December,Punjab,wireless,Loop,75,
2010,December,Rajasthan,wireless,Loop,174,
2010,December,Tamil Nadu,wireless,Loop,,
2010,December,Uttar Pradesh (East),wireless,Loop,,
2010,December,Uttar Pradesh (West),wireless,Loop,,
2010,December,West Bengal,wireless,Loop,,
2010,December,All India,wireless,Loop,3044579,
2010,December,Andhra Pradesh,wireless,Videocon,8545,
2010,December,Assam,wireless,Videocon,,
2010,December,Bihar,wireless,Videocon,9499,
2010,December,Delhi,wireless,Videocon,,
2010,December,Gujarat,wireless,Videocon,1295940,
2010,December,Himachal Pradesh,wireless,Videocon,42326,
2010,December,Haryana,wireless,Videocon,1331521,
2010,December,Jammu and Kashmir,wireless,Videocon,,
2010,December,Karnataka,wireless,Videocon,8478,
2010,December,Kerala,wireless,Videocon,599802,
2010,December,Kolkata,wireless,Videocon,,
2010,December,Madhya Pradesh,wireless,Videocon,790034,
2010,December,Maharashtra,wireless,Videocon,9980,
2010,December,Mumbai,wireless,Videocon,1362201,
2010,December,North East,wireless,Videocon,,
2010,December,Odisha,wireless,Videocon,6489,
2010,December,Punjab,wireless,Videocon,,
2010,December,Rajasthan,wireless,Videocon,7839,
2010,December,Tamil Nadu,wireless,Videocon,1808754,
2010,December,Uttar Pradesh (East),wireless,Videocon,19849,
2010,December,Uttar Pradesh (West),wireless,Videocon,8372,
2010,December,West Bengal,wireless,Videocon,9974,
2010,December,All India,wireless,Videocon,7319603,
2010,December,Andhra Pradesh,wireless,S-Tel,,
2010,December,Assam,wireless,S-Tel,48979,
2010,December,Bihar,wireless,S-Tel,1206467,
2010,December,Delhi,wireless,S-Tel,,
2010,December,Gujarat,wireless,S-Tel,,
2010,December,Himachal Pradesh,wireless,S-Tel,403745,
2010,December,Haryana,wireless,S-Tel,,
2010,December,Jammu and Kashmir,wireless,S-Tel,,
2010,December,Karnataka,wireless,S-Tel,,
2010,December,Kerala,wireless,S-Tel,,
2010,December,Kolkata,wireless,S-Tel,,
2010,December,Madhya Pradesh,wireless,S-Tel,,
2010,December,Maharashtra,wireless,S-Tel,,
2010,December,Mumbai,wireless,S-Tel,,
2010,December,North East,wireless,S-Tel,19281,
2010,December,Odisha,wireless,S-Tel,637052,
2010,December,Punjab,wireless,S-Tel,,
2010,December,Rajasthan,wireless,S-Tel,,
2010,December,Tamil Nadu,wireless,S-Tel,,
2010,December,Uttar Pradesh (East),wireless,S-Tel,,
2010,December,Uttar Pradesh (West),wireless,S-Tel,,
2010,December,West Bengal,wireless,S-Tel,,
2010,December,All India,wireless,S-Tel,2315524,
2010,December,Andhra Pradesh,wireless,HFCL,,
2010,December,Assam,wireless,HFCL,,
2010,December,Bihar,wireless,HFCL,,
2010,December,Delhi,wireless,HFCL,,
2010,December,Gujarat,wireless,HFCL,,
2010,December,Himachal Pradesh,wireless,HFCL,,
2010,December,Haryana,wireless,HFCL,,
2010,December,Jammu and Kashmir,wireless,HFCL,,
2010,December,Karnataka,wireless,HFCL,,
2010,December,Kerala,wireless,HFCL,,
2010,December,Kolkata,wireless,HFCL,,
2010,December,Madhya Pradesh,wireless,HFCL,,
2010,December,Maharashtra,wireless,HFCL,,
2010,December,Mumbai,wireless,HFCL,,
2010,December,North East,wireless,HFCL,,
2010,December,Odisha,wireless,HFCL,,
2010,December,Punjab,wireless,HFCL,1611723,
2010,December,Rajasthan,wireless,HFCL,,
2010,December,Tamil Nadu,wireless,HFCL,,
2010,December,Uttar Pradesh (East),wireless,HFCL,,
2010,December,Uttar Pradesh (West),wireless,HFCL,,
2010,December,West Bengal,wireless,HFCL,,
2010,December,All India,wireless,HFCL,1611723,
2010,December,Andhra Pradesh,wireless,Etisalat/Allianz,5534,
2010,December,Assam,wireless,Etisalat/Allianz,,
2010,December,Bihar,wireless,Etisalat/Allianz,4141,
2010,December,Delhi,wireless,Etisalat/Allianz,146516,
2010,December,Gujarat,wireless,Etisalat/Allianz,8548,
2010,December,Himachal Pradesh,wireless,Etisalat/Allianz,,
2010,December,Haryana,wireless,Etisalat/Allianz,3412,
2010,December,Jammu and Kashmir,wireless,Etisalat/Allianz,,
2010,December,Karnataka,wireless,Etisalat/Allianz,6983,
2010,December,Kerala,wireless,Etisalat/Allianz,2234,
2010,December,Kolkata,wireless,Etisalat/Allianz,,
2010,December,Madhya Pradesh,wireless,Etisalat/Allianz,13708,
2010,December,Maharashtra,wireless,Etisalat/Allianz,9646,
2010,December,Mumbai,wireless,Etisalat/Allianz,16221,
2010,December,North East,wireless,Etisalat/Allianz,,
2010,December,Odisha,wireless,Etisalat/Allianz,,
2010,December,Punjab,wireless,Etisalat/Allianz,4366,
2010,December,Rajasthan,wireless,Etisalat/Allianz,9694,
2010,December,Tamil Nadu,wireless,Etisalat/Allianz,9371,
2010,December,Uttar Pradesh (East),wireless,Etisalat/Allianz,12023,
2010,December,Uttar Pradesh (West),wireless,Etisalat/Allianz,12502,
2010,December,West Bengal,wireless,Etisalat/Allianz,,
2010,December,All India,wireless,Etisalat/Allianz,264899,
2010,November,Andhra Pradesh,wireless,Bharti Airtel,15036616,
2010,November,Assam,wireless,Bharti Airtel,2787238,
2010,November,Bihar,wireless,Bharti Airtel,13710517,
2010,November,Delhi,wireless,Bharti Airtel,7355885,
2010,November,Gujarat,wireless,Bharti Airtel,6059442,
2010,November,Himachal Pradesh,wireless,Bharti Airtel,1515361,
2010,November,Haryana,wireless,Bharti Airtel,1832431,
2010,November,Jammu and Kashmir,wireless,Bharti Airtel,1833100,
2010,November,Karnataka,wireless,Bharti Airtel,13853767,
2010,November,Kerala,wireless,Bharti Airtel,3368665,
2010,November,Kolkata,wireless,Bharti Airtel,3074515,
2010,November,Madhya Pradesh,wireless,Bharti Airtel,8374406,
2010,November,Maharashtra,wireless,Bharti Airtel,7715885,
2010,November,Mumbai,wireless,Bharti Airtel,3238592,
2010,November,North East,wireless,Bharti Airtel,1708598,
2010,November,Odisha,wireless,Bharti Airtel,4983156,
2010,November,Punjab,wireless,Bharti Airtel,5604351,
2010,November,Rajasthan,wireless,Bharti Airtel,11609256,
2010,November,Tamil Nadu,wireless,Bharti Airtel,12045518,
2010,November,Uttar Pradesh (East),wireless,Bharti Airtel,11054898,
2010,November,Uttar Pradesh (West),wireless,Bharti Airtel,5410728,
2010,November,West Bengal,wireless,Bharti Airtel,7221139,
2010,November,All India,wireless,Bharti Airtel,149394064,
2010,November,Andhra Pradesh,wireless,Reliance Communications,7972339,
2010,November,Assam,wireless,Reliance Communications,2017889,
2010,November,Bihar,wireless,Reliance Communications,7742838,
2010,November,Delhi,wireless,Reliance Communications,7127170,
2010,November,Gujarat,wireless,Reliance Communications,6834854,
2010,November,Himachal Pradesh,wireless,Reliance Communications,1352621,
2010,November,Haryana,wireless,Reliance Communications,3207328,
2010,November,Jammu and Kashmir,wireless,Reliance Communications,358087,
2010,November,Karnataka,wireless,Reliance Communications,6872385,
2010,November,Kerala,wireless,Reliance Communications,3615149,
2010,November,Kolkata,wireless,Reliance Communications,4142625,
2010,November,Madhya Pradesh,wireless,Reliance Communications,9954204,
2010,November,Maharashtra,wireless,Reliance Communications,8457250,
2010,November,Mumbai,wireless,Reliance Communications,6944000,
2010,November,North East,wireless,Reliance Communications,597024,
2010,November,Odisha,wireless,Reliance Communications,3176718,
2010,November,Punjab,wireless,Reliance Communications,3552570,
2010,November,Rajasthan,wireless,Reliance Communications,6563193,
2010,November,Tamil Nadu,wireless,Reliance Communications,7262410,
2010,November,Uttar Pradesh (East),wireless,Reliance Communications,10705000,
2010,November,Uttar Pradesh (West),wireless,Reliance Communications,8065846,
2010,November,West Bengal,wireless,Reliance Communications,5841457,
2010,November,All India,wireless,Reliance Communications,122362957,
2010,November,Andhra Pradesh,wireless,Vodafone,6822996,
2010,November,Assam,wireless,Vodafone,1085511,
2010,November,Bihar,wireless,Vodafone,4416172,
2010,November,Delhi,wireless,Vodafone,6319826,
2010,November,Gujarat,wireless,Vodafone,13203722,
2010,November,Himachal Pradesh,wireless,Vodafone,271562,
2010,November,Haryana,wireless,Vodafone,3467945,
2010,November,Jammu and Kashmir,wireless,Vodafone,310943,
2010,November,Karnataka,wireless,Vodafone,5972975,
2010,November,Kerala,wireless,Vodafone,4870098,
2010,November,Kolkata,wireless,Vodafone,3972409,
2010,November,Madhya Pradesh,wireless,Vodafone,2362854,
2010,November,Maharashtra,wireless,Vodafone,9387501,
2010,November,Mumbai,wireless,Vodafone,5517603,
2010,November,North East,wireless,Vodafone,652983,
2010,November,Odisha,wireless,Vodafone,1527057,
2010,November,Punjab,wireless,Vodafone,3607405,
2010,November,Rajasthan,wireless,Vodafone,8211408,
2010,November,Tamil Nadu,wireless,Vodafone,10424938,
2010,November,Uttar Pradesh (East),wireless,Vodafone,12215749,
2010,November,Uttar Pradesh (West),wireless,Vodafone,7722751,
2010,November,West Bengal,wireless,Vodafone,8818708,
2010,November,All India,wireless,Vodafone,121163116,
2010,November,Andhra Pradesh,wireless,Tata Teleservices,8656057,
2010,November,Assam,wireless,Tata Teleservices,109768,
2010,November,Bihar,wireless,Tata Teleservices,4909914,
2010,November,Delhi,wireless,Tata Teleservices,5630796,
2010,November,Gujarat,wireless,Tata Teleservices,3156155,
2010,November,Himachal Pradesh,wireless,Tata Teleservices,307002,
2010,November,Haryana,wireless,Tata Teleservices,2863843,
2010,November,Jammu and Kashmir,wireless,Tata Teleservices,88814,
2010,November,Karnataka,wireless,Tata Teleservices,6895836,
2010,November,Kerala,wireless,Tata Teleservices,2637033,
2010,November,Kolkata,wireless,Tata Teleservices,3026220,
2010,November,Madhya Pradesh,wireless,Tata Teleservices,4525925,
2010,November,Maharashtra,wireless,Tata Teleservices,9474614,
2010,November,Mumbai,wireless,Tata Teleservices,5667946,
2010,November,North East,wireless,Tata Teleservices,78310,
2010,November,Odisha,wireless,Tata Teleservices,2466737,
2010,November,Punjab,wireless,Tata Teleservices,2977945,
2010,November,Rajasthan,wireless,Tata Teleservices,3481590,
2010,November,Tamil Nadu,wireless,Tata Teleservices,4837107,
2010,November,Uttar Pradesh (East),wireless,Tata Teleservices,3882885,
2010,November,Uttar Pradesh (West),wireless,Tata Teleservices,4394095,
2010,November,West Bengal,wireless,Tata Teleservices,2529546,
2010,November,All India,wireless,Tata Teleservices,82598138,
2010,November,Andhra Pradesh,wireless,Idea,7456513,
2010,November,Assam,wireless,Idea,186297,
2010,November,Bihar,wireless,Idea,4087406,
2010,November,Delhi,wireless,Idea,3167490,
2010,November,Gujarat,wireless,Idea,6309946,
2010,November,Himachal Pradesh,wireless,Idea,405432,
2010,November,Haryana,wireless,Idea,2589767,
2010,November,Jammu and Kashmir,wireless,Idea,79269,
2010,November,Karnataka,wireless,Idea,3401730,
2010,November,Kerala,wireless,Idea,6102641,
2010,November,Kolkata,wireless,Idea,853028,
2010,November,Madhya Pradesh,wireless,Idea,9036735,
2010,November,Maharashtra,wireless,Idea,11281376,
2010,November,Mumbai,wireless,Idea,1805013,
2010,November,North East,wireless,Idea,101898,
2010,November,Odisha,wireless,Idea,939659,
2010,November,Punjab,wireless,Idea,3983691,
2010,November,Rajasthan,wireless,Idea,2640031,
2010,November,Tamil Nadu,wireless,Idea,1201508,
2010,November,Uttar Pradesh (East),wireless,Idea,4744080,
2010,November,Uttar Pradesh (West),wireless,Idea,6967591,
2010,November,West Bengal,wireless,Idea,1484699,
2010,November,All India,wireless,Idea,78825800,
2010,November,Andhra Pradesh,wireless,Aircel/Dishnet,1686674,
2010,November,Assam,wireless,Aircel/Dishnet,2909490,
2010,November,Bihar,wireless,Aircel/Dishnet,4140475,
2010,November,Delhi,wireless,Aircel/Dishnet,1815850,
2010,November,Gujarat,wireless,Aircel/Dishnet,148463,
2010,November,Himachal Pradesh,wireless,Aircel/Dishnet,723799,
2010,November,Haryana,wireless,Aircel/Dishnet,237732,
2010,November,Jammu and Kashmir,wireless,Aircel/Dishnet,1559086,
2010,November,Karnataka,wireless,Aircel/Dishnet,1378051,
2010,November,Kerala,wireless,Aircel/Dishnet,1808038,
2010,November,Kolkata,wireless,Aircel/Dishnet,1576371,
2010,November,Madhya Pradesh,wireless,Aircel/Dishnet,431553,
2010,November,Maharashtra,wireless,Aircel/Dishnet,858589,
2010,November,Mumbai,wireless,Aircel/Dishnet,1392704,
2010,November,North East,wireless,Aircel/Dishnet,1871919,
2010,November,Odisha,wireless,Aircel/Dishnet,2256518,
2010,November,Punjab,wireless,Aircel/Dishnet,296996,
2010,November,Rajasthan,wireless,Aircel/Dishnet,49354,
2010,November,Tamil Nadu,wireless,Aircel/Dishnet,18215518,
2010,November,Uttar Pradesh (East),wireless,Aircel/Dishnet,1462534,
2010,November,Uttar Pradesh (West),wireless,Aircel/Dishnet,1306403,
2010,November,West Bengal,wireless,Aircel/Dishnet,2612823,
2010,November,All India,wireless,Aircel/Dishnet,48738940,
2010,November,Andhra Pradesh,wireless,BSNL,6005970,
2010,November,Assam,wireless,BSNL,1339769,
2010,November,Bihar,wireless,BSNL,5555136,
2010,November,Delhi,wireless,BSNL,,
2010,November,Gujarat,wireless,BSNL,3656844,
2010,November,Himachal Pradesh,wireless,BSNL,1595047,
2010,November,Haryana,wireless,BSNL,2981590,
2010,November,Jammu and Kashmir,wireless,BSNL,734995,
2010,November,Karnataka,wireless,BSNL,4866521,
2010,November,Kerala,wireless,BSNL,5710436,
2010,November,Kolkata,wireless,BSNL,2323678,
2010,November,Madhya Pradesh,wireless,BSNL,4739752,
2010,November,Maharashtra,wireless,BSNL,5948843,
2010,November,Mumbai,wireless,BSNL,,
2010,November,North East,wireless,BSNL,1304237,
2010,November,Odisha,wireless,BSNL,3445569,
2010,November,Punjab,wireless,BSNL,4218572,
2010,November,Rajasthan,wireless,BSNL,5388085,
2010,November,Tamil Nadu,wireless,BSNL,7334179,
2010,November,Uttar Pradesh (East),wireless,BSNL,9646566,
2010,November,Uttar Pradesh (West),wireless,BSNL,4072033,
2010,November,West Bengal,wireless,BSNL,2862276,
2010,November,All India,wireless,BSNL,83730098,
2010,November,Andhra Pradesh,wireless,MTNL,,
2010,November,Assam,wireless,MTNL,,
2010,November,Bihar,wireless,MTNL,,
2010,November,Delhi,wireless,MTNL,2575619,
2010,November,Gujarat,wireless,MTNL,,
2010,November,Himachal Pradesh,wireless,MTNL,,
2010,November,Haryana,wireless,MTNL,,
2010,November,Jammu and Kashmir,wireless,MTNL,,
2010,November,Karnataka,wireless,MTNL,,
2010,November,Kerala,wireless,MTNL,,
2010,November,Kolkata,wireless,MTNL,,
2010,November,Madhya Pradesh,wireless,MTNL,,
2010,November,Maharashtra,wireless,MTNL,,
2010,November,Mumbai,wireless,MTNL,2801786,
2010,November,North East,wireless,MTNL,,
2010,November,Odisha,wireless,MTNL,,
2010,November,Punjab,wireless,MTNL,,
2010,November,Rajasthan,wireless,MTNL,,
2010,November,Tamil Nadu,wireless,MTNL,,
2010,November,Uttar Pradesh (East),wireless,MTNL,,
2010,November,Uttar Pradesh (West),wireless,MTNL,,
2010,November,West Bengal,wireless,MTNL,,
2010,November,All India,wireless,MTNL,5377405,
2010,November,Andhra Pradesh,wireless,Uninor,1736507,
2010,November,Assam,wireless,Uninor,,
2010,November,Bihar,wireless,Uninor,1957485,
2010,November,Delhi,wireless,Uninor,,
2010,November,Gujarat,wireless,Uninor,1162489,
2010,November,Himachal Pradesh,wireless,Uninor,,
2010,November,Haryana,wireless,Uninor,,
2010,November,Jammu and Kashmir,wireless,Uninor,,
2010,November,Karnataka,wireless,Uninor,708623,
2010,November,Kerala,wireless,Uninor,490799,
2010,November,Kolkata,wireless,Uninor,841219,
2010,November,Madhya Pradesh,wireless,Uninor,,
2010,November,Maharashtra,wireless,Uninor,1213527,
2010,November,Mumbai,wireless,Uninor,762557,
2010,November,North East,wireless,Uninor,,
2010,November,Odisha,wireless,Uninor,615168,
2010,November,Punjab,wireless,Uninor,,
2010,November,Rajasthan,wireless,Uninor,,
2010,November,Tamil Nadu,wireless,Uninor,1131790,
2010,November,Uttar Pradesh (East),wireless,Uninor,2502309,
2010,November,Uttar Pradesh (West),wireless,Uninor,1944614,
2010,November,West Bengal,wireless,Uninor,1131037,
2010,November,All India,wireless,Uninor,16198124,
2010,November,Andhra Pradesh,wireless,Sistema,182885,
2010,November,Assam,wireless,Sistema,,
2010,November,Bihar,wireless,Sistema,603123,
2010,November,Delhi,wireless,Sistema,612244,
2010,November,Gujarat,wireless,Sistema,,
2010,November,Himachal Pradesh,wireless,Sistema,,
2010,November,Haryana,wireless,Sistema,94714,
2010,November,Jammu and Kashmir,wireless,Sistema,,
2010,November,Karnataka,wireless,Sistema,826880,
2010,November,Kerala,wireless,Sistema,372731,
2010,November,Kolkata,wireless,Sistema,563819,
2010,November,Madhya Pradesh,wireless,Sistema,,
2010,November,Maharashtra,wireless,Sistema,264824,
2010,November,Mumbai,wireless,Sistema,457482,
2010,November,North East,wireless,Sistema,,
2010,November,Odisha,wireless,Sistema,,
2010,November,Punjab,wireless,Sistema,,
2010,November,Rajasthan,wireless,Sistema,1692513,
2010,November,Tamil Nadu,wireless,Sistema,1086774,
2010,November,Uttar Pradesh (East),wireless,Sistema,,
2010,November,Uttar Pradesh (West),wireless,Sistema,,
2010,November,West Bengal,wireless,Sistema,1018987,
2010,November,All India,wireless,Sistema,7776976,
2010,November,Andhra Pradesh,wireless,Loop,,
2010,November,Assam,wireless,Loop,,
2010,November,Bihar,wireless,Loop,,
2010,November,Delhi,wireless,Loop,,
2010,November,Gujarat,wireless,Loop,,
2010,November,Himachal Pradesh,wireless,Loop,,
2010,November,Haryana,wireless,Loop,53,
2010,November,Jammu and Kashmir,wireless,Loop,,
2010,November,Karnataka,wireless,Loop,,
2010,November,Kerala,wireless,Loop,,
2010,November,Kolkata,wireless,Loop,197,
2010,November,Madhya Pradesh,wireless,Loop,64,
2010,November,Maharashtra,wireless,Loop,,
2010,November,Mumbai,wireless,Loop,3028093,
2010,November,North East,wireless,Loop,,
2010,November,Odisha,wireless,Loop,134,
2010,November,Punjab,wireless,Loop,35,
2010,November,Rajasthan,wireless,Loop,119,
2010,November,Tamil Nadu,wireless,Loop,,
2010,November,Uttar Pradesh (East),wireless,Loop,,
2010,November,Uttar Pradesh (West),wireless,Loop,,
2010,November,West Bengal,wireless,Loop,,
2010,November,All India,wireless,Loop,3028695,
2010,November,Andhra Pradesh,wireless,Videocon,1909,
2010,November,Assam,wireless,Videocon,,
2010,November,Bihar,wireless,Videocon,1548,
2010,November,Delhi,wireless,Videocon,,
2010,November,Gujarat,wireless,Videocon,1335728,
2010,November,Himachal Pradesh,wireless,Videocon,24109,
2010,November,Haryana,wireless,Videocon,1079292,
2010,November,Jammu and Kashmir,wireless,Videocon,,
2010,November,Karnataka,wireless,Videocon,1074,
2010,November,Kerala,wireless,Videocon,510256,
2010,November,Kolkata,wireless,Videocon,,
2010,November,Madhya Pradesh,wireless,Videocon,683582,
2010,November,Maharashtra,wireless,Videocon,650,
2010,November,Mumbai,wireless,Videocon,1355990,
2010,November,North East,wireless,Videocon,,
2010,November,Odisha,wireless,Videocon,333,
2010,November,Punjab,wireless,Videocon,,
2010,November,Rajasthan,wireless,Videocon,1045,
2010,November,Tamil Nadu,wireless,Videocon,1733004,
2010,November,Uttar Pradesh (East),wireless,Videocon,8603,
2010,November,Uttar Pradesh (West),wireless,Videocon,6435,
2010,November,West Bengal,wireless,Videocon,245,
2010,November,All India,wireless,Videocon,6743803,
2010,November,Andhra Pradesh,wireless,S-Tel,,
2010,November,Assam,wireless,S-Tel,47810,
2010,November,Bihar,wireless,S-Tel,1000811,
2010,November,Delhi,wireless,S-Tel,,
2010,November,Gujarat,wireless,S-Tel,,
2010,November,Himachal Pradesh,wireless,S-Tel,385348,
2010,November,Haryana,wireless,S-Tel,,
2010,November,Jammu and Kashmir,wireless,S-Tel,,
2010,November,Karnataka,wireless,S-Tel,,
2010,November,Kerala,wireless,S-Tel,,
2010,November,Kolkata,wireless,S-Tel,,
2010,November,Madhya Pradesh,wireless,S-Tel,,
2010,November,Maharashtra,wireless,S-Tel,,
2010,November,Mumbai,wireless,S-Tel,,
2010,November,North East,wireless,S-Tel,18267,
2010,November,Odisha,wireless,S-Tel,616220,
2010,November,Punjab,wireless,S-Tel,,
2010,November,Rajasthan,wireless,S-Tel,,
2010,November,Tamil Nadu,wireless,S-Tel,,
2010,November,Uttar Pradesh (East),wireless,S-Tel,,
2010,November,Uttar Pradesh (West),wireless,S-Tel,,
2010,November,West Bengal,wireless,S-Tel,,
2010,November,All India,wireless,S-Tel,2068456,
2010,November,Andhra Pradesh,wireless,HFCL,,
2010,November,Assam,wireless,HFCL,,
2010,November,Bihar,wireless,HFCL,,
2010,November,Delhi,wireless,HFCL,,
2010,November,Gujarat,wireless,HFCL,,
2010,November,Himachal Pradesh,wireless,HFCL,,
2010,November,Haryana,wireless,HFCL,,
2010,November,Jammu and Kashmir,wireless,HFCL,,
2010,November,Karnataka,wireless,HFCL,,
2010,November,Kerala,wireless,HFCL,,
2010,November,Kolkata,wireless,HFCL,,
2010,November,Madhya Pradesh,wireless,HFCL,,
2010,November,Maharashtra,wireless,HFCL,,
2010,November,Mumbai,wireless,HFCL,,
2010,November,North East,wireless,HFCL,,
2010,November,Odisha,wireless,HFCL,,
2010,November,Punjab,wireless,HFCL,1431139,
2010,November,Rajasthan,wireless,HFCL,,
2010,November,Tamil Nadu,wireless,HFCL,,
2010,November,Uttar Pradesh (East),wireless,HFCL,,
2010,November,Uttar Pradesh (West),wireless,HFCL,,
2010,November,West Bengal,wireless,HFCL,,
2010,November,All India,wireless,HFCL,1431139,
2010,November,Andhra Pradesh,wireless,Etisalat/Allianz,4527,
2010,November,Assam,wireless,Etisalat/Allianz,,
2010,November,Bihar,wireless,Etisalat/Allianz,3302,
2010,November,Delhi,wireless,Etisalat/Allianz,48130,
2010,November,Gujarat,wireless,Etisalat/Allianz,6683,
2010,November,Himachal Pradesh,wireless,Etisalat/Allianz,,
2010,November,Haryana,wireless,Etisalat/Allianz,2753,
2010,November,Jammu and Kashmir,wireless,Etisalat/Allianz,,
2010,November,Karnataka,wireless,Etisalat/Allianz,5592,
2010,November,Kerala,wireless,Etisalat/Allianz,1761,
2010,November,Kolkata,wireless,Etisalat/Allianz,,
2010,November,Madhya Pradesh,wireless,Etisalat/Allianz,10534,
2010,November,Maharashtra,wireless,Etisalat/Allianz,7675,
2010,November,Mumbai,wireless,Etisalat/Allianz,4344,
2010,November,North East,wireless,Etisalat/Allianz,,
2010,November,Odisha,wireless,Etisalat/Allianz,,
2010,November,Punjab,wireless,Etisalat/Allianz,3562,
2010,November,Rajasthan,wireless,Etisalat/Allianz,7663,
2010,November,Tamil Nadu,wireless,Etisalat/Allianz,7112,
2010,November,Uttar Pradesh (East),wireless,Etisalat/Allianz,8958,
2010,November,Uttar Pradesh (West),wireless,Etisalat/Allianz,9456,
2010,November,West Bengal,wireless,Etisalat/Allianz,,
2010,November,All India,wireless,Etisalat/Allianz,132052,
2010,October,Andhra Pradesh,wireless,Bharti Airtel,14608619,
2010,October,Assam,wireless,Bharti Airtel,2735192,
2010,October,Bihar,wireless,Bharti Airtel,13302610,
2010,October,Delhi,wireless,Bharti Airtel,7305310,
2010,October,Gujarat,wireless,Bharti Airtel,6024597,
2010,October,Himachal Pradesh,wireless,Bharti Airtel,1496903,
2010,October,Haryana,wireless,Bharti Airtel,1802715,
2010,October,Jammu and Kashmir,wireless,Bharti Airtel,1812822,
2010,October,Karnataka,wireless,Bharti Airtel,13539942,
2010,October,Kerala,wireless,Bharti Airtel,3365867,
2010,October,Kolkata,wireless,Bharti Airtel,3043344,
2010,October,Madhya Pradesh,wireless,Bharti Airtel,7919818,
2010,October,Maharashtra,wireless,Bharti Airtel,7505521,
2010,October,Mumbai,wireless,Bharti Airtel,3222543,
2010,October,North East,wireless,Bharti Airtel,1677624,
2010,October,Odisha,wireless,Bharti Airtel,4971562,
2010,October,Punjab,wireless,Bharti Airtel,5507668,
2010,October,Rajasthan,wireless,Bharti Airtel,11417978,
2010,October,Tamil Nadu,wireless,Bharti Airtel,11951482,
2010,October,Uttar Pradesh (East),wireless,Bharti Airtel,10994753,
2010,October,Uttar Pradesh (West),wireless,Bharti Airtel,5201265,
2010,October,West Bengal,wireless,Bharti Airtel,6884943,
2010,October,All India,wireless,Bharti Airtel,146293078,
2010,October,Andhra Pradesh,wireless,Reliance Communications,7984988,
2010,October,Assam,wireless,Reliance Communications,1993771,
2010,October,Bihar,wireless,Reliance Communications,7558750,
2010,October,Delhi,wireless,Reliance Communications,7039627,
2010,October,Gujarat,wireless,Reliance Communications,6568511,
2010,October,Himachal Pradesh,wireless,Reliance Communications,1321706,
2010,October,Haryana,wireless,Reliance Communications,3096564,
2010,October,Jammu and Kashmir,wireless,Reliance Communications,332024,
2010,October,Karnataka,wireless,Reliance Communications,6827378,
2010,October,Kerala,wireless,Reliance Communications,3685887,
2010,October,Kolkata,wireless,Reliance Communications,4070401,
2010,October,Madhya Pradesh,wireless,Reliance Communications,9597675,
2010,October,Maharashtra,wireless,Reliance Communications,8291210,
2010,October,Mumbai,wireless,Reliance Communications,6860654,
2010,October,North East,wireless,Reliance Communications,579696,
2010,October,Odisha,wireless,Reliance Communications,3134524,
2010,October,Punjab,wireless,Reliance Communications,3311029,
2010,October,Rajasthan,wireless,Reliance Communications,6316718,
2010,October,Tamil Nadu,wireless,Reliance Communications,7112224,
2010,October,Uttar Pradesh (East),wireless,Reliance Communications,10315949,
2010,October,Uttar Pradesh (West),wireless,Reliance Communications,7621775,
2010,October,West Bengal,wireless,Reliance Communications,5730377,
2010,October,All India,wireless,Reliance Communications,119351438,
2010,October,Andhra Pradesh,wireless,Vodafone,6718314,
2010,October,Assam,wireless,Vodafone,1074489,
2010,October,Bihar,wireless,Vodafone,4200585,
2010,October,Delhi,wireless,Vodafone,6153573,
2010,October,Gujarat,wireless,Vodafone,12770142,
2010,October,Himachal Pradesh,wireless,Vodafone,261481,
2010,October,Haryana,wireless,Vodafone,3369722,
2010,October,Jammu and Kashmir,wireless,Vodafone,279310,
2010,October,Karnataka,wireless,Vodafone,5829240,
2010,October,Kerala,wireless,Vodafone,4790468,
2010,October,Kolkata,wireless,Vodafone,3921503,
2010,October,Madhya Pradesh,wireless,Vodafone,2295282,
2010,October,Maharashtra,wireless,Vodafone,8983227,
2010,October,Mumbai,wireless,Vodafone,5445004,
2010,October,North East,wireless,Vodafone,650331,
2010,October,Odisha,wireless,Vodafone,1301891,
2010,October,Punjab,wireless,Vodafone,3555490,
2010,October,Rajasthan,wireless,Vodafone,8073857,
2010,October,Tamil Nadu,wireless,Vodafone,10293087,
