year,month,circle,type_of_connection,service_provider,value,notes
2018,January,Odisha,wireline,Vodafone,1530,
2018,January,Punjab,wireline,Vodafone,1380,
2018,January,Rajasthan,wireline,Vodafone,5970,
2018,January,Tamil Nadu,wireline,Vodafone,15120,
2018,January,Uttar Pradesh (East),wireline,Vodafone,9160,
2018,January,Uttar Pradesh (West),wireline,Vodafone,4050,
2018,January,West Bengal,wireline,Vodafone,60,
2018,January,All India,wireline,Vodafone,200487,
2018,January,Andhra Pradesh,wireline,Aircel,5312,
2018,January,Delhi,wireline,Aircel,14801,
2018,January,Gujarat,wireline,Aircel,0,
2018,January,Karnataka,wireline,Aircel,32194,
2018,January,Kolkata,wireline,Aircel,2568,
2018,January,Maharashtra,wireline,Aircel,0,
2018,January,Mumbai,wireline,Aircel,7063,
2018,January,Punjab,wireline,Aircel,30,
2018,January,Rajasthan,wireline,Aircel,3522,
2018,January,Uttar Pradesh (East),wireline,Aircel,2,
2018,January,All India,wireline,Aircel,65492,
2018,February,Andhra Pradesh,wireline,BSNL,1052864,
2018,February,Assam,wireline,BSNL,135368,
2018,February,Bihar,wireline,BSNL,257218,
2018,February,Gujarat,wireline,BSNL,1043825,
2018,February,Haryana,wireline,BSNL,239079,
2018,February,Himachal Pradesh,wireline,BSNL,119801,
2018,February,Jammu and Kashmir,wireline,BSNL,115204,
2018,February,Karnataka,wireline,BSNL,1106334,
2018,February,Kerala,wireline,BSNL,1867853,
2018,February,Kolkata,wireline,BSNL,563998,
2018,February,Madhya Pradesh,wireline,BSNL,667834,
2018,February,Maharashtra,wireline,BSNL,1264121,
2018,February,North East,wireline,BSNL,112345,
2018,February,Odisha,wireline,BSNL,263180,
2018,February,Punjab,wireline,BSNL,472000,
2018,February,Rajasthan,wireline,BSNL,505874,
2018,February,Tamil Nadu,wireline,BSNL,1535658,
2018,February,Uttar Pradesh (East),wireline,BSNL,366035,
2018,February,Uttar Pradesh (West),wireline,BSNL,309463,
2018,February,West Bengal,wireline,BSNL,274641,
2018,February,All India,wireline,BSNL,12272695,
2018,February,Delhi,wireline,MTNL,1544304,
2018,February,Mumbai,wireline,MTNL,1812421,
2018,February,All India,wireline,MTNL,3356725,
2018,February,Andhra Pradesh,wireline,Bharti Airtel,167392,
2018,February,Delhi,wireline,Bharti Airtel,1314917,
2018,February,Gujarat,wireline,Bharti Airtel,80352,
2018,February,Haryana,wireline,Bharti Airtel,22137,
2018,February,Karnataka,wireline,Bharti Airtel,644318,
2018,February,Kerala,wireline,Bharti Airtel,58299,
2018,February,Kolkata,wireline,Bharti Airtel,122699,
2018,February,Madhya Pradesh,wireline,Bharti Airtel,258006,
2018,February,Maharashtra,wireline,Bharti Airtel,82063,
2018,February,Mumbai,wireline,Bharti Airtel,360852,
2018,February,Punjab,wireline,Bharti Airtel,121130,
2018,February,Rajasthan,wireline,Bharti Airtel,50046,
2018,February,Tamil Nadu,wireline,Bharti Airtel,555920,
2018,February,Uttar Pradesh (East),wireline,Bharti Airtel,63738,
2018,February,Uttar Pradesh (West),wireline,Bharti Airtel,22227,
2018,February,All India,wireline,Bharti Airtel,3924096,
2018,February,Andhra Pradesh,wireline,Reliance,72693,
2018,February,Bihar,wireline,Reliance,6227,
2018,February,Delhi,wireline,Reliance,159614,
2018,February,Gujarat,wireline,Reliance,69887,
2018,February,Haryana,wireline,Reliance,3618,
2018,February,Himachal Pradesh,wireline,Reliance,3864,
2018,February,Karnataka,wireline,Reliance,147473,
2018,February,Kerala,wireline,Reliance,25241,
2018,February,Kolkata,wireline,Reliance,67205,
2018,February,Madhya Pradesh,wireline,Reliance,19294,
2018,February,Maharashtra,wireline,Reliance,74219,
2018,February,Mumbai,wireline,Reliance,243930,
2018,February,Odisha,wireline,Reliance,3180,
2018,February,Punjab,wireline,Reliance,18677,
2018,February,Rajasthan,wireline,Reliance,18898,
2018,February,Tamil Nadu,wireline,Reliance,115901,
2018,February,Uttar Pradesh (East),wireline,Reliance,33778,
2018,February,Uttar Pradesh (West),wireline,Reliance,6936,
2018,February,West Bengal,wireline,Reliance,1831,
2018,February,All India,wireline,Reliance,1092466,
2018,February,Andhra Pradesh,wireline,Tata,172716,
2018,February,Bihar,wireline,Tata,11442,
2018,February,Delhi,wireline,Tata,144949,
2018,February,Gujarat,wireline,Tata,92600,
2018,February,Haryana,wireline,Tata,38252,
2018,February,Himachal Pradesh,wireline,Tata,2343,
2018,February,Karnataka,wireline,Tata,271532,
2018,February,Kerala,wireline,Tata,18672,
2018,February,Kolkata,wireline,Tata,51912,
2018,February,Madhya Pradesh,wireline,Tata,15467,
2018,February,Maharashtra,wireline,Tata,308892,
2018,February,Mumbai,wireline,Tata,559256,
2018,February,Odisha,wireline,Tata,8276,
2018,February,Punjab,wireline,Tata,15935,
2018,February,Rajasthan,wireline,Tata,13279,
2018,February,Tamil Nadu,wireline,Tata,116458,
2018,February,Uttar Pradesh (East),wireline,Tata,12801,
2018,February,Uttar Pradesh (West),wireline,Tata,8864,
2018,February,West Bengal,wireline,Tata,3163,
2018,February,All India,wireline,Tata,1866809,
2018,February,Punjab,wireline,Quadrant,243530,
2018,February,All India,wireline,Quadrant,243530,
2018,February,Andhra Pradesh,wireline,Vodafone,26650,
2018,February,Assam,wireline,Vodafone,2670,
2018,February,Bihar,wireline,Vodafone,2100,
2018,February,Delhi,wireline,Vodafone,32630,
2018,February,Gujarat,wireline,Vodafone,10037,
2018,February,Himachal Pradesh,wireline,Vodafone,60,
2018,February,Karnataka,wireline,Vodafone,34455,
2018,February,Kerala,wireline,Vodafone,2520,
2018,February,Kolkata,wireline,Vodafone,6630,
2018,February,Madhya Pradesh,wireline,Vodafone,660,
2018,February,Maharashtra,wireline,Vodafone,16267,
2018,February,Mumbai,wireline,Vodafone,33462,
2018,February,North East,wireline,Vodafone,210,
2018,February,Odisha,wireline,Vodafone,1650,
2018,February,Punjab,wireline,Vodafone,1560,
2018,February,Rajasthan,wireline,Vodafone,6240,
2018,February,Tamil Nadu,wireline,Vodafone,15480,
2018,February,Uttar Pradesh (East),wireline,Vodafone,11280,
2018,February,Uttar Pradesh (West),wireline,Vodafone,4080,
2018,February,West Bengal,wireline,Vodafone,60,
2018,February,All India,wireline,Vodafone,208701,
2018,February,All India,wireline,Aircel,0,
2018,December,Andhra Pradesh,wireline,BSNL,998736,
2018,December,Assam,wireline,BSNL,116309,
2018,December,Bihar,wireline,BSNL,222513,
2018,December,Gujarat,wireline,BSNL,1008211,
2018,December,Haryana,wireline,BSNL,220020,
2018,December,Himachal Pradesh,wireline,BSNL,113046,
2018,December,Jammu and Kashmir,wireline,BSNL,105329,
2018,December,Karnataka,wireline,BSNL,1039637,
2018,December,Kerala,wireline,BSNL,1809217,
2018,December,Kolkata,wireline,BSNL,500573,
2018,December,Madhya Pradesh,wireline,BSNL,656076,
2018,December,Maharashtra,wireline,BSNL,1123163,
2018,December,North East,wireline,BSNL,106397,
2018,December,Odisha,wireline,BSNL,225488,
2018,December,Punjab,wireline,BSNL,411522,
2018,December,Rajasthan,wireline,BSNL,451088,
2018,December,Tamil Nadu,wireline,BSNL,1456658,
2018,December,Uttar Pradesh (East),wireline,BSNL,358611,
2018,December,Uttar Pradesh (West),wireline,BSNL,273129,
2018,December,West Bengal,wireline,BSNL,242995,
2018,December,All India,wireline,BSNL,11438718,
2018,December,Delhi,wireline,MTNL,1490886,
2018,December,Mumbai,wireline,MTNL,1773866,
2018,December,All India,wireline,MTNL,3264752,
2018,December,Andhra Pradesh,wireline,Bharti Airtel,174826,
2018,December,Delhi,wireline,Bharti Airtel,1382801,
2018,December,Gujarat,wireline,Bharti Airtel,82520,
2018,December,Haryana,wireline,Bharti Airtel,22800,
2018,December,Karnataka,wireline,Bharti Airtel,671236,
2018,December,Kerala,wireline,Bharti Airtel,59997,
2018,December,Kolkata,wireline,Bharti Airtel,126895,
2018,December,Madhya Pradesh,wireline,Bharti Airtel,242111,
2018,December,Maharashtra,wireline,Bharti Airtel,88787,
2018,December,Mumbai,wireline,Bharti Airtel,363306,
2018,December,Punjab,wireline,Bharti Airtel,128549,
2018,December,Rajasthan,wireline,Bharti Airtel,53518,
2018,December,Tamil Nadu,wireline,Bharti Airtel,555593,
2018,December,Uttar Pradesh (East),wireline,Bharti Airtel,66088,
2018,December,Uttar Pradesh (West),wireline,Bharti Airtel,23323,
2018,December,All India,wireline,Bharti Airtel,4042350,
2018,December,Andhra Pradesh,wireline,Reliance,46869,
2018,December,Bihar,wireline,Reliance,3540,
2018,December,Delhi,wireline,Reliance,124216,
2018,December,Gujarat,wireline,Reliance,20620,
2018,December,Haryana,wireline,Reliance,2894,
2018,December,Himachal Pradesh,wireline,Reliance,3035,
2018,December,Karnataka,wireline,Reliance,140110,
2018,December,Kerala,wireline,Reliance,17170,
2018,December,Kolkata,wireline,Reliance,39764,
2018,December,Madhya Pradesh,wireline,Reliance,10724,
2018,December,Maharashtra,wireline,Reliance,49324,
2018,December,Mumbai,wireline,Reliance,179535,
2018,December,Odisha,wireline,Reliance,2520,
2018,December,Punjab,wireline,Reliance,10571,
2018,December,Rajasthan,wireline,Reliance,20999,
2018,December,Tamil Nadu,wireline,Reliance,72696,
2018,December,Uttar Pradesh (East),wireline,Reliance,6174,
2018,December,Uttar Pradesh (West),wireline,Reliance,3749,
2018,December,West Bengal,wireline,Reliance,1694,
2018,December,All India,wireline,Reliance,756204,
2018,December,Andhra Pradesh,wireline,Tata,174471,
2018,December,Bihar,wireline,Tata,8410,
2018,December,Delhi,wireline,Tata,154349,
2018,December,Gujarat,wireline,Tata,89660,
2018,December,Haryana,wireline,Tata,36258,
2018,December,Himachal Pradesh,wireline,Tata,1831,
2018,December,Karnataka,wireline,Tata,274109,
2018,December,Kerala,wireline,Tata,19413,
2018,December,Kolkata,wireline,Tata,52749,
2018,December,Madhya Pradesh,wireline,Tata,15770,
2018,December,Maharashtra,wireline,Tata,289655,
2018,December,Mumbai,wireline,Tata,571166,
2018,December,Odisha,wireline,Tata,7463,
2018,December,Punjab,wireline,Tata,14096,
2018,December,Rajasthan,wireline,Tata,12273,
2018,December,Tamil Nadu,wireline,Tata,118701,
2018,December,Uttar Pradesh (East),wireline,Tata,8215,
2018,December,Uttar Pradesh (West),wireline,Tata,5342,
2018,December,West Bengal,wireline,Tata,2410,
2018,December,All India,wireline,Tata,1856341,
2018,December,Punjab,wireline,Quadrant,227164,
2018,December,All India,wireline,Quadrant,227164,
2018,December,Andhra Pradesh,wireline,Vodafone,34580,
2018,December,Assam,wireline,Vodafone,2820,
2018,December,Bihar,wireline,Vodafone,1770,
2018,December,Delhi,wireline,Vodafone,51070,
2018,December,Gujarat,wireline,Vodafone,20539,
2018,December,Haryana,wireline,Vodafone,150,
2018,December,Himachal Pradesh,wireline,Vodafone,60,
2018,December,Karnataka,wireline,Vodafone,42475,
2018,December,Kerala,wireline,Vodafone,2550,
2018,December,Kolkata,wireline,Vodafone,8390,
2018,December,Madhya Pradesh,wireline,Vodafone,870,
2018,December,Maharashtra,wireline,Vodafone,18343,
2018,December,Mumbai,wireline,Vodafone,53050,
2018,December,North East,wireline,Vodafone,270,
2018,December,Odisha,wireline,Vodafone,2160,
2018,December,Punjab,wireline,Vodafone,1620,
2018,December,Rajasthan,wireline,Vodafone,7320,
2018,December,Tamil Nadu,wireline,Vodafone,18675,
2018,December,Uttar Pradesh (East),wireline,Vodafone,11840,
2018,December,Uttar Pradesh (West),wireline,Vodafone,3990,
2018,December,West Bengal,wireline,Vodafone,120,
2018,December,All India,wireline,Vodafone,282662,
2018,August,Andhra Pradesh,wireline,BSNL,1015549,
2018,August,Assam,wireline,BSNL,125675,
2018,August,Bihar,wireline,BSNL,232768,
2018,August,Gujarat,wireline,BSNL,1009746,
2018,August,Haryana,wireline,BSNL,227376,
2018,August,Himachal Pradesh,wireline,BSNL,115709,
2018,August,Jammu and Kashmir,wireline,BSNL,109129,
2018,August,Karnataka,wireline,BSNL,1057229,
2018,August,Kerala,wireline,BSNL,1817186,
2018,August,Kolkata,wireline,BSNL,523750,
2018,August,Madhya Pradesh,wireline,BSNL,656659,
2018,August,Maharashtra,wireline,BSNL,1175309,
2018,August,North East,wireline,BSNL,107843,
2018,August,Odisha,wireline,BSNL,243542,
2018,August,Punjab,wireline,BSNL,432710,
2018,August,Rajasthan,wireline,BSNL,476800,
2018,August,Tamil Nadu,wireline,BSNL,1478852,
2018,August,Uttar Pradesh (East),wireline,BSNL,362032,
2018,August,Uttar Pradesh (West),wireline,BSNL,291539,
2018,August,West Bengal,wireline,BSNL,252825,
2018,August,All India,wireline,BSNL,11712228,
2018,August,Delhi,wireline,MTNL,1508597,
2018,August,Mumbai,wireline,MTNL,1788019,
2018,August,All India,wireline,MTNL,3296616,
2018,August,Andhra Pradesh,wireline,Bharti Airtel,169546,
2018,August,Delhi,wireline,Bharti Airtel,1351374,
2018,August,Gujarat,wireline,Bharti Airtel,81381,
2018,August,Haryana,wireline,Bharti Airtel,22472,
2018,August,Karnataka,wireline,Bharti Airtel,657314,
2018,August,Kerala,wireline,Bharti Airtel,59172,
2018,August,Kolkata,wireline,Bharti Airtel,125568,
2018,August,Madhya Pradesh,wireline,Bharti Airtel,242072,
2018,August,Maharashtra,wireline,Bharti Airtel,86623,
2018,August,Mumbai,wireline,Bharti Airtel,361841,
2018,August,Punjab,wireline,Bharti Airtel,125295,
2018,August,Rajasthan,wireline,Bharti Airtel,51581,
2018,August,Tamil Nadu,wireline,Bharti Airtel,557196,
2018,August,Uttar Pradesh (East),wireline,Bharti Airtel,65010,
2018,August,Uttar Pradesh (West),wireline,Bharti Airtel,22541,
2018,August,All India,wireline,Bharti Airtel,3978986,
2018,August,Andhra Pradesh,wireline,Reliance,49325,
2018,August,Bihar,wireline,Reliance,4345,
2018,August,Delhi,wireline,Reliance,143744,
2018,August,Gujarat,wireline,Reliance,24980,
2018,August,Haryana,wireline,Reliance,3025,
2018,August,Himachal Pradesh,wireline,Reliance,3162,
2018,August,Karnataka,wireline,Reliance,147986,
2018,August,Kerala,wireline,Reliance,20383,
2018,August,Kolkata,wireline,Reliance,43497,
2018,August,Madhya Pradesh,wireline,Reliance,11457,
2018,August,Maharashtra,wireline,Reliance,55946,
2018,August,Mumbai,wireline,Reliance,200709,
2018,August,Odisha,wireline,Reliance,2680,
2018,August,Punjab,wireline,Reliance,11817,
2018,August,Rajasthan,wireline,Reliance,25629,
2018,August,Tamil Nadu,wireline,Reliance,78330,
2018,August,Uttar Pradesh (East),wireline,Reliance,10512,
2018,August,Uttar Pradesh (West),wireline,Reliance,4416,
2018,August,West Bengal,wireline,Reliance,1775,
2018,August,All India,wireline,Reliance,843718,
2018,August,Andhra Pradesh,wireline,Tata,174157,
2018,August,Bihar,wireline,Tata,9521,
2018,August,Delhi,wireline,Tata,151008,
2018,August,Gujarat,wireline,Tata,91664,
2018,August,Haryana,wireline,Tata,36248,
2018,August,Himachal Pradesh,wireline,Tata,2004,
2018,August,Karnataka,wireline,Tata,277538,
2018,August,Kerala,wireline,Tata,19602,
2018,August,Kolkata,wireline,Tata,52007,
2018,August,Madhya Pradesh,wireline,Tata,15273,
2018,August,Maharashtra,wireline,Tata,299973,
2018,August,Mumbai,wireline,Tata,570930,
2018,August,Odisha,wireline,Tata,7658,
2018,August,Punjab,wireline,Tata,14163,
2018,August,Rajasthan,wireline,Tata,12112,
2018,August,Tamil Nadu,wireline,Tata,118696,
2018,August,Uttar Pradesh (East),wireline,Tata,8802,
2018,August,Uttar Pradesh (West),wireline,Tata,6027,
2018,August,West Bengal,wireline,Tata,2620,
2018,August,All India,wireline,Tata,1870003,
2018,August,Punjab,wireline,Quadrant,235793,
2018,August,All India,wireline,Quadrant,235793,
2018,August,Andhra Pradesh,wireline,Vodafone,29790,
2018,August,Assam,wireline,Vodafone,2880,
2018,August,Bihar,wireline,Vodafone,1740,
2018,August,Delhi,wireline,Vodafone,40350,
2018,August,Gujarat,wireline,Vodafone,16788,
2018,August,Haryana,wireline,Vodafone,150,
2018,August,Himachal Pradesh,wireline,Vodafone,0,
2018,August,Karnataka,wireline,Vodafone,39035,
2018,August,Kerala,wireline,Vodafone,2910,
2018,August,Kolkata,wireline,Vodafone,8000,
2018,August,Madhya Pradesh,wireline,Vodafone,750,
2018,August,Maharashtra,wireline,Vodafone,16567,
2018,August,Mumbai,wireline,Vodafone,47315,
2018,August,North East,wireline,Vodafone,270,
2018,August,Odisha,wireline,Vodafone,1740,
2018,August,Punjab,wireline,Vodafone,1530,
2018,August,Rajasthan,wireline,Vodafone,7140,
2018,August,Tamil Nadu,wireline,Vodafone,17530,
2018,August,Uttar Pradesh (East),wireline,Vodafone,11550,
2018,August,Uttar Pradesh (West),wireline,Vodafone,3870,
2018,August,West Bengal,wireline,Vodafone,120,
2018,August,All India,wireline,Vodafone,250025,
2018,April,Andhra Pradesh,wireline,BSNL,1044204,
2018,April,Assam,wireline,BSNL,133737,
2018,April,Bihar,wireline,BSNL,247592,
2018,April,Gujarat,wireline,BSNL,1020985,
2018,April,Haryana,wireline,BSNL,236234,
2018,April,Himachal Pradesh,wireline,BSNL,119671,
2018,April,Jammu and Kashmir,wireline,BSNL,114330,
2018,April,Karnataka,wireline,BSNL,1093269,
2018,April,Kerala,wireline,BSNL,1853363,
2018,April,Kolkata,wireline,BSNL,557100,
2018,April,Madhya Pradesh,wireline,BSNL,660232,
2018,April,Maharashtra,wireline,BSNL,1237282,
2018,April,North East,wireline,BSNL,111601,
2018,April,Odisha,wireline,BSNL,262971,
2018,April,Punjab,wireline,BSNL,460085,
2018,April,Rajasthan,wireline,BSNL,500139,
2018,April,Tamil Nadu,wireline,BSNL,1526272,
2018,April,Uttar Pradesh (East),wireline,BSNL,363647,
2018,April,Uttar Pradesh (West),wireline,BSNL,306007,
2018,April,West Bengal,wireline,BSNL,269945,
2018,April,All India,wireline,BSNL,12118666,
2018,April,Delhi,wireline,MTNL,1527618,
2018,April,Mumbai,wireline,MTNL,1804359,
2018,April,All India,wireline,MTNL,3331977,
2018,April,Andhra Pradesh,wireline,Bharti Airtel,168436,
2018,April,Delhi,wireline,Bharti Airtel,1323368,
2018,April,Gujarat,wireline,Bharti Airtel,80760,
2018,April,Haryana,wireline,Bharti Airtel,22209,
2018,April,Karnataka,wireline,Bharti Airtel,647743,
2018,April,Kerala,wireline,Bharti Airtel,58347,
2018,April,Kolkata,wireline,Bharti Airtel,123641,
2018,April,Madhya Pradesh,wireline,Bharti Airtel,249939,
2018,April,Maharashtra,wireline,Bharti Airtel,83776,
2018,April,Mumbai,wireline,Bharti Airtel,360061,
2018,April,Punjab,wireline,Bharti Airtel,122400,
2018,April,Rajasthan,wireline,Bharti Airtel,50272,
2018,April,Tamil Nadu,wireline,Bharti Airtel,556025,
2018,April,Uttar Pradesh (East),wireline,Bharti Airtel,63901,
2018,April,Uttar Pradesh (West),wireline,Bharti Airtel,22220,
2018,April,All India,wireline,Bharti Airtel,3933098,
2018,April,Andhra Pradesh,wireline,Reliance,52545,
2018,April,Bihar,wireline,Reliance,4524,
2018,April,Delhi,wireline,Reliance,154496,
2018,April,Gujarat,wireline,Reliance,28397,
2018,April,Haryana,wireline,Reliance,3202,
2018,April,Himachal Pradesh,wireline,Reliance,3593,
2018,April,Karnataka,wireline,Reliance,156165,
2018,April,Kerala,wireline,Reliance,21529,
2018,April,Kolkata,wireline,Reliance,45933,
2018,April,Madhya Pradesh,wireline,Reliance,13205,
2018,April,Maharashtra,wireline,Reliance,60977,
2018,April,Mumbai,wireline,Reliance,218255,
2018,April,Odisha,wireline,Reliance,3046,
2018,April,Punjab,wireline,Reliance,12712,
2018,April,Rajasthan,wireline,Reliance,26415,
2018,April,Tamil Nadu,wireline,Reliance,84260,
2018,April,Uttar Pradesh (East),wireline,Reliance,11972,
2018,April,Uttar Pradesh (West),wireline,Reliance,4984,
2018,April,West Bengal,wireline,Reliance,1866,
2018,April,All India,wireline,Reliance,908076,
2018,April,Andhra Pradesh,wireline,Tata,174468,
2018,April,Bihar,wireline,Tata,11229,
2018,April,Delhi,wireline,Tata,146172,
2018,April,Gujarat,wireline,Tata,94784,
2018,April,Haryana,wireline,Tata,37664,
2018,April,Himachal Pradesh,wireline,Tata,2314,
2018,April,Karnataka,wireline,Tata,276434,
2018,April,Kerala,wireline,Tata,18732,
2018,April,Kolkata,wireline,Tata,51680,
2018,April,Madhya Pradesh,wireline,Tata,15720,
2018,April,Maharashtra,wireline,Tata,307296,
2018,April,Mumbai,wireline,Tata,567643,
2018,April,Odisha,wireline,Tata,8339,
2018,April,Punjab,wireline,Tata,15164,
2018,April,Rajasthan,wireline,Tata,12617,
2018,April,Tamil Nadu,wireline,Tata,118378,
2018,April,Uttar Pradesh (East),wireline,Tata,12429,
2018,April,Uttar Pradesh (West),wireline,Tata,8427,
2018,April,West Bengal,wireline,Tata,3028,
2018,April,All India,wireline,Tata,1882518,
2018,April,Punjab,wireline,Quadrant,241214,
2018,April,All India,wireline,Quadrant,241214,
2018,April,Andhra Pradesh,wireline,Vodafone,29640,
2018,April,Assam,wireline,Vodafone,2640,
