year,month,circle,type_of_connection,service_provider,value,unit,notes
2020,July,Himachal Pradesh,wireless,Bharti Airtel,3239054,value in absolute number,
2020,July,Jammu and Kashmir,wireless,Bharti Airtel,5692818,value in absolute number,
2020,July,Karnataka,wireless,Bharti Airtel,28133587,value in absolute number,
2020,July,Kerala,wireless,Bharti Airtel,5775421,value in absolute number,
2020,July,Kolkata,wireless,Bharti Airtel,5864930,value in absolute number,
2020,July,Madhya Pradesh,wireless,Bharti Airtel,13683182,value in absolute number,
2020,July,Maharashtra,wireless,Bharti Airtel,15815103,value in absolute number,
2020,July,Mumbai,wireless,Bharti Airtel,9330044,value in absolute number,
2020,July,North East,wireless,Bharti Airtel,5108808,value in absolute number,
2020,July,Odisha,wireless,Bharti Airtel,10727899,value in absolute number,
2020,July,Punjab,wireless,Bharti Airtel,10111557,value in absolute number,
2020,July,Rajasthan,wireless,Bharti Airtel,20774831,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,Bharti Airtel,24689184,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,Bharti Airtel,31143539,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,Bharti Airtel,14178928,value in absolute number,
2020,July,West Bengal,wireless,Bharti Airtel,14698464,value in absolute number,
2020,July,All India,wireless,Bharti Airtel,319932020,value in absolute number,
2020,July,Andhra Pradesh,wireless,Reliance Communications,2341,value in absolute number,
2020,July,Assam,wireless,Reliance Communications,0,value in absolute number,
2020,July,Bihar,wireless,Reliance Communications,361,value in absolute number,
2020,July,Delhi,wireless,Reliance Communications,1751,value in absolute number,
2020,July,Gujarat,wireless,Reliance Communications,617,value in absolute number,
2020,July,Haryana,wireless,Reliance Communications,131,value in absolute number,
2020,July,Himachal Pradesh,wireless,Reliance Communications,104,value in absolute number,
2020,July,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2020,July,Karnataka,wireless,Reliance Communications,1667,value in absolute number,
2020,July,Kerala,wireless,Reliance Communications,710,value in absolute number,
2020,July,Kolkata,wireless,Reliance Communications,33,value in absolute number,
2020,July,Madhya Pradesh,wireless,Reliance Communications,763,value in absolute number,
2020,July,Maharashtra,wireless,Reliance Communications,913,value in absolute number,
2020,July,Mumbai,wireless,Reliance Communications,2326,value in absolute number,
2020,July,North East,wireless,Reliance Communications,0,value in absolute number,
2020,July,Odisha,wireless,Reliance Communications,384,value in absolute number,
2020,July,Punjab,wireless,Reliance Communications,399,value in absolute number,
2020,July,Rajasthan,wireless,Reliance Communications,408,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,Reliance Communications,3149,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,Reliance Communications,743,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,Reliance Communications,341,value in absolute number,
2020,July,West Bengal,wireless,Reliance Communications,807,value in absolute number,
2020,July,All India,wireless,Reliance Communications,17948,value in absolute number,
2020,July,Andhra Pradesh,wireless,Vodafone Idea,16794919,value in absolute number,
2020,July,Assam,wireless,Vodafone Idea,3746876,value in absolute number,
2020,July,Bihar,wireless,Vodafone Idea,12951818,value in absolute number,
2020,July,Delhi,wireless,Vodafone Idea,16156528,value in absolute number,
2020,July,Gujarat,wireless,Vodafone Idea,25636836,value in absolute number,
2020,July,Haryana,wireless,Vodafone Idea,8187141,value in absolute number,
2020,July,Himachal Pradesh,wireless,Vodafone Idea,766921,value in absolute number,
2020,July,Jammu and Kashmir,wireless,Vodafone Idea,566556,value in absolute number,
2020,July,Karnataka,wireless,Vodafone Idea,10399133,value in absolute number,
2020,July,Kerala,wireless,Vodafone Idea,17476433,value in absolute number,
2020,July,Kolkata,wireless,Vodafone Idea,7305360,value in absolute number,
2020,July,Madhya Pradesh,wireless,Vodafone Idea,23321872,value in absolute number,
2020,July,Maharashtra,wireless,Vodafone Idea,35208617,value in absolute number,
2020,July,Mumbai,wireless,Vodafone Idea,11431084,value in absolute number,
2020,July,North East,wireless,Vodafone Idea,1538975,value in absolute number,
2020,July,Odisha,wireless,Vodafone Idea,2760992,value in absolute number,
2020,July,Punjab,wireless,Vodafone Idea,8720112,value in absolute number,
2020,July,Rajasthan,wireless,Vodafone Idea,12762583,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,Vodafone Idea,19155903,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,Vodafone Idea,27124916,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,Vodafone Idea,21611413,value in absolute number,
2020,July,West Bengal,wireless,Vodafone Idea,17752767,value in absolute number,
2020,July,All India,wireless,Vodafone Idea,301377755,value in absolute number,
2020,July,Andhra Pradesh,wireless,BSNL,9791631,value in absolute number,
2020,July,Assam,wireless,BSNL,2854631,value in absolute number,
2020,July,Bihar,wireless,BSNL,5730453,value in absolute number,
2020,July,Delhi,wireless,BSNL,0,value in absolute number,
2020,July,Gujarat,wireless,BSNL,6106818,value in absolute number,
2020,July,Haryana,wireless,BSNL,5034319,value in absolute number,
2020,July,Himachal Pradesh,wireless,BSNL,3001782,value in absolute number,
2020,July,Jammu and Kashmir,wireless,BSNL,1269147,value in absolute number,
2020,July,Karnataka,wireless,BSNL,7265504,value in absolute number,
2020,July,Kerala,wireless,BSNL,10948307,value in absolute number,
2020,July,Kolkata,wireless,BSNL,2217846,value in absolute number,
2020,July,Madhya Pradesh,wireless,BSNL,6338937,value in absolute number,
2020,July,Maharashtra,wireless,BSNL,7061627,value in absolute number,
2020,July,Mumbai,wireless,BSNL,0,value in absolute number,
2020,July,North East,wireless,BSNL,1411278,value in absolute number,
2020,July,Odisha,wireless,BSNL,6395337,value in absolute number,
2020,July,Punjab,wireless,BSNL,5831493,value in absolute number,
2020,July,Rajasthan,wireless,BSNL,6331582,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,BSNL,10869880,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,BSNL,11690792,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,BSNL,6030856,value in absolute number,
2020,July,West Bengal,wireless,BSNL,2422897,value in absolute number,
2020,July,All India,wireless,BSNL,118605117,value in absolute number,
2020,July,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Assam,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2020,July,North East,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,BSNL (VNOs),92174,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2020,July,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2020,July,All India,wireless,BSNL (VNOs),92174,value in absolute number,
2020,July,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2020,July,Assam,wireless,MTNL,,value in absolute number,
2020,July,Bihar,wireless,MTNL,,value in absolute number,
2020,July,Delhi,wireless,MTNL,2176588,value in absolute number,
2020,July,Gujarat,wireless,MTNL,,value in absolute number,
2020,July,Haryana,wireless,MTNL,,value in absolute number,
2020,July,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2020,July,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2020,July,Karnataka,wireless,MTNL,,value in absolute number,
2020,July,Kerala,wireless,MTNL,,value in absolute number,
2020,July,Kolkata,wireless,MTNL,,value in absolute number,
2020,July,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2020,July,Maharashtra,wireless,MTNL,,value in absolute number,
2020,July,Mumbai,wireless,MTNL,1172675,value in absolute number,
2020,July,North East,wireless,MTNL,,value in absolute number,
2020,July,Odisha,wireless,MTNL,,value in absolute number,
2020,July,Punjab,wireless,MTNL,,value in absolute number,
2020,July,Rajasthan,wireless,MTNL,,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,MTNL,,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2020,July,West Bengal,wireless,MTNL,,value in absolute number,
2020,July,All India,wireless,MTNL,3349263,value in absolute number,
2020,July,Andhra Pradesh,wireless,Reliance Jio,31079879,value in absolute number,
2020,July,Assam,wireless,Reliance Jio,8567697,value in absolute number,
2020,July,Bihar,wireless,Reliance Jio,30853581,value in absolute number,
2020,July,Delhi,wireless,Reliance Jio,18623583,value in absolute number,
2020,July,Gujarat,wireless,Reliance Jio,24712462,value in absolute number,
2020,July,Haryana,wireless,Reliance Jio,9400570,value in absolute number,
2020,July,Himachal Pradesh,wireless,Reliance Jio,3806360,value in absolute number,
2020,July,Jammu and Kashmir,wireless,Reliance Jio,4319217,value in absolute number,
2020,July,Karnataka,wireless,Reliance Jio,20725379,value in absolute number,
2020,July,Kerala,wireless,Reliance Jio,9638284,value in absolute number,
2020,July,Kolkata,wireless,Reliance Jio,10484937,value in absolute number,
2020,July,Madhya Pradesh,wireless,Reliance Jio,31983994,value in absolute number,
2020,July,Maharashtra,wireless,Reliance Jio,33301395,value in absolute number,
2020,July,Mumbai,wireless,Reliance Jio,14231756,value in absolute number,
2020,July,North East,wireless,Reliance Jio,3818245,value in absolute number,
2020,July,Odisha,wireless,Reliance Jio,13211928,value in absolute number,
2020,July,Punjab,wireless,Reliance Jio,13967189,value in absolute number,
2020,July,Rajasthan,wireless,Reliance Jio,24744275,value in absolute number,
2020,July,Tamil Nadu (including Chennai),wireless,Reliance Jio,24076340,value in absolute number,
2020,July,Uttar Pradesh (East),wireless,Reliance Jio,29394755,value in absolute number,
2020,July,Uttar Pradesh (West),wireless,Reliance Jio,20102648,value in absolute number,
2020,July,West Bengal,wireless,Reliance Jio,19759345,value in absolute number,
2020,July,All India,wireless,Reliance Jio,400803819,value in absolute number,
2020,June,Andhra Pradesh,wireless,Bharti Airtel,28513977,value in absolute number,
2020,June,Assam,wireless,Bharti Airtel,8285759,value in absolute number,
2020,June,Bihar,wireless,Bharti Airtel,33693996,value in absolute number,
2020,June,Delhi,wireless,Bharti Airtel,15048030,value in absolute number,
2020,June,Gujarat,wireless,Bharti Airtel,9920925,value in absolute number,
2020,June,Haryana,wireless,Bharti Airtel,4498706,value in absolute number,
2020,June,Himachal Pradesh,wireless,Bharti Airtel,3211925,value in absolute number,
2020,June,Jammu and Kashmir,wireless,Bharti Airtel,5720475,value in absolute number,
2020,June,Karnataka,wireless,Bharti Airtel,27876260,value in absolute number,
2020,June,Kerala,wireless,Bharti Airtel,5622201,value in absolute number,
2020,June,Kolkata,wireless,Bharti Airtel,5836094,value in absolute number,
2020,June,Madhya Pradesh,wireless,Bharti Airtel,13315433,value in absolute number,
2020,June,Maharashtra,wireless,Bharti Airtel,15598186,value in absolute number,
2020,June,Mumbai,wireless,Bharti Airtel,9205994,value in absolute number,
2020,June,North East,wireless,Bharti Airtel,5086549,value in absolute number,
2020,June,Odisha,wireless,Bharti Airtel,10770115,value in absolute number,
2020,June,Punjab,wireless,Bharti Airtel,9926586,value in absolute number,
2020,June,Rajasthan,wireless,Bharti Airtel,20458171,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,Bharti Airtel,24498103,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,Bharti Airtel,30874068,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,Bharti Airtel,13934826,value in absolute number,
2020,June,West Bengal,wireless,Bharti Airtel,14775105,value in absolute number,
2020,June,All India,wireless,Bharti Airtel,316671484,value in absolute number,
2020,June,Andhra Pradesh,wireless,Reliance Communications,2175,value in absolute number,
2020,June,Assam,wireless,Reliance Communications,0,value in absolute number,
2020,June,Bihar,wireless,Reliance Communications,360,value in absolute number,
2020,June,Delhi,wireless,Reliance Communications,1751,value in absolute number,
2020,June,Gujarat,wireless,Reliance Communications,612,value in absolute number,
2020,June,Haryana,wireless,Reliance Communications,130,value in absolute number,
2020,June,Himachal Pradesh,wireless,Reliance Communications,103,value in absolute number,
2020,June,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2020,June,Karnataka,wireless,Reliance Communications,1601,value in absolute number,
2020,June,Kerala,wireless,Reliance Communications,690,value in absolute number,
2020,June,Kolkata,wireless,Reliance Communications,33,value in absolute number,
2020,June,Madhya Pradesh,wireless,Reliance Communications,728,value in absolute number,
2020,June,Maharashtra,wireless,Reliance Communications,912,value in absolute number,
2020,June,Mumbai,wireless,Reliance Communications,2318,value in absolute number,
2020,June,North East,wireless,Reliance Communications,0,value in absolute number,
2020,June,Odisha,wireless,Reliance Communications,379,value in absolute number,
2020,June,Punjab,wireless,Reliance Communications,307,value in absolute number,
2020,June,Rajasthan,wireless,Reliance Communications,385,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,Reliance Communications,3132,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,Reliance Communications,687,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,Reliance Communications,283,value in absolute number,
2020,June,West Bengal,wireless,Reliance Communications,801,value in absolute number,
2020,June,All India,wireless,Reliance Communications,17387,value in absolute number,
2020,June,Andhra Pradesh,wireless,Vodafone Idea,16948499,value in absolute number,
2020,June,Assam,wireless,Vodafone Idea,3892299,value in absolute number,
2020,June,Bihar,wireless,Vodafone Idea,13652772,value in absolute number,
2020,June,Delhi,wireless,Vodafone Idea,16417191,value in absolute number,
2020,June,Gujarat,wireless,Vodafone Idea,25892692,value in absolute number,
2020,June,Haryana,wireless,Vodafone Idea,8361858,value in absolute number,
2020,June,Himachal Pradesh,wireless,Vodafone Idea,788330,value in absolute number,
2020,June,Jammu and Kashmir,wireless,Vodafone Idea,588643,value in absolute number,
2020,June,Karnataka,wireless,Vodafone Idea,10825486,value in absolute number,
2020,June,Kerala,wireless,Vodafone Idea,17575190,value in absolute number,
2020,June,Kolkata,wireless,Vodafone Idea,7013690,value in absolute number,
2020,June,Madhya Pradesh,wireless,Vodafone Idea,23058064,value in absolute number,
2020,June,Maharashtra,wireless,Vodafone Idea,35920408,value in absolute number,
2020,June,Mumbai,wireless,Vodafone Idea,11937699,value in absolute number,
2020,June,North East,wireless,Vodafone Idea,1625330,value in absolute number,
2020,June,Odisha,wireless,Vodafone Idea,2851806,value in absolute number,
2020,June,Punjab,wireless,Vodafone Idea,8838348,value in absolute number,
2020,June,Rajasthan,wireless,Vodafone Idea,12928571,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,Vodafone Idea,19408811,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,Vodafone Idea,26206694,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,Vodafone Idea,22054123,value in absolute number,
2020,June,West Bengal,wireless,Vodafone Idea,18317372,value in absolute number,
2020,June,All India,wireless,Vodafone Idea,305103876,value in absolute number,
2020,June,Andhra Pradesh,wireless,BSNL,9855027,value in absolute number,
2020,June,Assam,wireless,BSNL,2843947,value in absolute number,
2020,June,Bihar,wireless,BSNL,5701746,value in absolute number,
2020,June,Delhi,wireless,BSNL,0,value in absolute number,
2020,June,Gujarat,wireless,BSNL,6106266,value in absolute number,
2020,June,Haryana,wireless,BSNL,5013844,value in absolute number,
2020,June,Himachal Pradesh,wireless,BSNL,2997445,value in absolute number,
2020,June,Jammu and Kashmir,wireless,BSNL,1259303,value in absolute number,
2020,June,Karnataka,wireless,BSNL,7274657,value in absolute number,
2020,June,Kerala,wireless,BSNL,10949638,value in absolute number,
2020,June,Kolkata,wireless,BSNL,2169503,value in absolute number,
2020,June,Madhya Pradesh,wireless,BSNL,6376004,value in absolute number,
2020,June,Maharashtra,wireless,BSNL,7022942,value in absolute number,
2020,June,Mumbai,wireless,BSNL,0,value in absolute number,
2020,June,North East,wireless,BSNL,1402201,value in absolute number,
2020,June,Odisha,wireless,BSNL,6354332,value in absolute number,
2020,June,Punjab,wireless,BSNL,5817451,value in absolute number,
2020,June,Rajasthan,wireless,BSNL,6312472,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,BSNL,10597025,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,BSNL,11717082,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,BSNL,6036679,value in absolute number,
2020,June,West Bengal,wireless,BSNL,2409240,value in absolute number,
2020,June,All India,wireless,BSNL,118216804,value in absolute number,
2020,June,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Assam,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2020,June,North East,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,BSNL (VNOs),92161,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2020,June,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2020,June,All India,wireless,BSNL (VNOs),92161,value in absolute number,
2020,June,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2020,June,Assam,wireless,MTNL,,value in absolute number,
2020,June,Bihar,wireless,MTNL,,value in absolute number,
2020,June,Delhi,wireless,MTNL,2179026,value in absolute number,
2020,June,Gujarat,wireless,MTNL,,value in absolute number,
2020,June,Haryana,wireless,MTNL,,value in absolute number,
2020,June,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2020,June,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2020,June,Karnataka,wireless,MTNL,,value in absolute number,
2020,June,Kerala,wireless,MTNL,,value in absolute number,
2020,June,Kolkata,wireless,MTNL,,value in absolute number,
2020,June,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2020,June,Maharashtra,wireless,MTNL,,value in absolute number,
2020,June,Mumbai,wireless,MTNL,1175694,value in absolute number,
2020,June,North East,wireless,MTNL,,value in absolute number,
2020,June,Odisha,wireless,MTNL,,value in absolute number,
2020,June,Punjab,wireless,MTNL,,value in absolute number,
2020,June,Rajasthan,wireless,MTNL,,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,MTNL,,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2020,June,West Bengal,wireless,MTNL,,value in absolute number,
2020,June,All India,wireless,MTNL,3354720,value in absolute number,
2020,June,Andhra Pradesh,wireless,Reliance Jio,31033822,value in absolute number,
2020,June,Assam,wireless,Reliance Jio,8465436,value in absolute number,
2020,June,Bihar,wireless,Reliance Jio,30622243,value in absolute number,
2020,June,Delhi,wireless,Reliance Jio,18388992,value in absolute number,
2020,June,Gujarat,wireless,Reliance Jio,24316715,value in absolute number,
2020,June,Haryana,wireless,Reliance Jio,9381819,value in absolute number,
2020,June,Himachal Pradesh,wireless,Reliance Jio,3739380,value in absolute number,
2020,June,Jammu and Kashmir,wireless,Reliance Jio,4220936,value in absolute number,
2020,June,Karnataka,wireless,Reliance Jio,20702665,value in absolute number,
2020,June,Kerala,wireless,Reliance Jio,9441962,value in absolute number,
2020,June,Kolkata,wireless,Reliance Jio,10338362,value in absolute number,
2020,June,Madhya Pradesh,wireless,Reliance Jio,31814555,value in absolute number,
2020,June,Maharashtra,wireless,Reliance Jio,32741143,value in absolute number,
2020,June,Mumbai,wireless,Reliance Jio,14147321,value in absolute number,
2020,June,North East,wireless,Reliance Jio,3763129,value in absolute number,
2020,June,Odisha,wireless,Reliance Jio,12995977,value in absolute number,
2020,June,Punjab,wireless,Reliance Jio,13940730,value in absolute number,
2020,June,Rajasthan,wireless,Reliance Jio,24671680,value in absolute number,
2020,June,Tamil Nadu (including Chennai),wireless,Reliance Jio,24027784,value in absolute number,
2020,June,Uttar Pradesh (East),wireless,Reliance Jio,29138887,value in absolute number,
2020,June,Uttar Pradesh (West),wireless,Reliance Jio,20050305,value in absolute number,
2020,June,West Bengal,wireless,Reliance Jio,19305561,value in absolute number,
2020,June,All India,wireless,Reliance Jio,397249404,value in absolute number,
2020,May,Andhra Pradesh,wireless,Bharti Airtel,28582118,value in absolute number,
2020,May,Assam,wireless,Bharti Airtel,8215866,value in absolute number,
2020,May,Bihar,wireless,Bharti Airtel,34018344,value in absolute number,
2020,May,Delhi,wireless,Bharti Airtel,15169741,value in absolute number,
2020,May,Gujarat,wireless,Bharti Airtel,9950419,value in absolute number,
2020,May,Haryana,wireless,Bharti Airtel,4417778,value in absolute number,
2020,May,Himachal Pradesh,wireless,Bharti Airtel,3197077,value in absolute number,
2020,May,Jammu and Kashmir,wireless,Bharti Airtel,5762957,value in absolute number,
2020,May,Karnataka,wireless,Bharti Airtel,27969035,value in absolute number,
2020,May,Kerala,wireless,Bharti Airtel,5483225,value in absolute number,
2020,May,Kolkata,wireless,Bharti Airtel,5933434,value in absolute number,
2020,May,Madhya Pradesh,wireless,Bharti Airtel,13588300,value in absolute number,
2020,May,Maharashtra,wireless,Bharti Airtel,15564759,value in absolute number,
2020,May,Mumbai,wireless,Bharti Airtel,9449530,value in absolute number,
2020,May,North East,wireless,Bharti Airtel,5105383,value in absolute number,
2020,May,Odisha,wireless,Bharti Airtel,10987306,value in absolute number,
2020,May,Punjab,wireless,Bharti Airtel,9960135,value in absolute number,
2020,May,Rajasthan,wireless,Bharti Airtel,20515565,value in absolute number,
2020,May,Tamil Nadu (including Chennai),wireless,Bharti Airtel,24566667,value in absolute number,
2020,May,Uttar Pradesh (East),wireless,Bharti Airtel,30697332,value in absolute number,
2020,May,Uttar Pradesh (West),wireless,Bharti Airtel,13773902,value in absolute number,
2020,May,West Bengal,wireless,Bharti Airtel,14891386,value in absolute number,
2020,May,All India,wireless,Bharti Airtel,317800259,value in absolute number,
2020,May,Andhra Pradesh,wireless,Reliance Communications,2212,value in absolute number,
2020,May,Assam,wireless,Reliance Communications,0,value in absolute number,
2020,May,Bihar,wireless,Reliance Communications,381,value in absolute number,
2020,May,Delhi,wireless,Reliance Communications,1789,value in absolute number,
2020,May,Gujarat,wireless,Reliance Communications,604,value in absolute number,
2020,May,Haryana,wireless,Reliance Communications,136,value in absolute number,
2020,May,Himachal Pradesh,wireless,Reliance Communications,104,value in absolute number,
2020,May,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2020,May,Karnataka,wireless,Reliance Communications,1540,value in absolute number,
2020,May,Kerala,wireless,Reliance Communications,633,value in absolute number,
2020,May,Kolkata,wireless,Reliance Communications,36,value in absolute number,
2020,May,Madhya Pradesh,wireless,Reliance Communications,751,value in absolute number,
2020,May,Maharashtra,wireless,Reliance Communications,1046,value in absolute number,
2020,May,Mumbai,wireless,Reliance Communications,2386,value in absolute number,
2020,May,North East,wireless,Reliance Communications,0,value in absolute number,
2020,May,Odisha,wireless,Reliance Communications,364,value in absolute number,
2020,May,Punjab,wireless,Reliance Communications,316,value in absolute number,
2020,May,Rajasthan,wireless,Reliance Communications,368,value in absolute number,
2020,May,Tamil Nadu (including Chennai),wireless,Reliance Communications,3130,value in absolute number,
2020,May,Uttar Pradesh (East),wireless,Reliance Communications,862,value in absolute number,
2020,May,Uttar Pradesh (West),wireless,Reliance Communications,300,value in absolute number,
2020,May,West Bengal,wireless,Reliance Communications,811,value in absolute number,
2020,May,All India,wireless,Reliance Communications,17769,value in absolute number,
2020,May,Andhra Pradesh,wireless,Vodafone Idea,17256983,value in absolute number,
2020,May,Assam,wireless,Vodafone Idea,3989780,value in absolute number,
2020,May,Bihar,wireless,Vodafone Idea,13971724,value in absolute number,
2020,May,Delhi,wireless,Vodafone Idea,16616523,value in absolute number,
2020,May,Gujarat,wireless,Vodafone Idea,26169015,value in absolute number,
2020,May,Haryana,wireless,Vodafone Idea,8500081,value in absolute number,
2020,May,Himachal Pradesh,wireless,Vodafone Idea,811814,value in absolute number,
2020,May,Jammu and Kashmir,wireless,Vodafone Idea,609095,value in absolute number,
2020,May,Karnataka,wireless,Vodafone Idea,10879575,value in absolute number,
2020,May,Kerala,wireless,Vodafone Idea,17626920,value in absolute number,
2020,May,Kolkata,wireless,Vodafone Idea,7135138,value in absolute number,
2020,May,Madhya Pradesh,wireless,Vodafone Idea,23451962,value in absolute number,
2020,May,Maharashtra,wireless,Vodafone Idea,36570907,value in absolute number,
2020,May,Mumbai,wireless,Vodafone Idea,12080028,value in absolute number,
2020,May,North East,wireless,Vodafone Idea,1671945,value in absolute number,
2020,May,Odisha,wireless,Vodafone Idea,2971272,value in absolute number,
2020,May,Punjab,wireless,Vodafone Idea,9028866,value in absolute number,
2020,May,Rajasthan,wireless,Vodafone Idea,13183993,value in absolute number,
2020,May,Tamil Nadu (including Chennai),wireless,Vodafone Idea,19644967,value in absolute number,
2020,May,Uttar Pradesh (East),wireless,Vodafone Idea,26641385,value in absolute number,
2020,May,Uttar Pradesh (West),wireless,Vodafone Idea,22594917,value in absolute number,
2020,May,West Bengal,wireless,Vodafone Idea,18518501,value in absolute number,
2020,May,All India,wireless,Vodafone Idea,309925391,value in absolute number,
2020,May,Andhra Pradesh,wireless,BSNL,9886981,value in absolute number,
2020,May,Assam,wireless,BSNL,2830191,value in absolute number,
2020,May,Bihar,wireless,BSNL,5661488,value in absolute number,
2020,May,Delhi,wireless,BSNL,0,value in absolute number,
2020,May,Gujarat,wireless,BSNL,6105800,value in absolute number,
2020,May,Haryana,wireless,BSNL,5000882,value in absolute number,
2020,May,Himachal Pradesh,wireless,BSNL,2995104,value in absolute number,
2020,May,Jammu and Kashmir,wireless,BSNL,1269166,value in absolute number,
2020,May,Karnataka,wireless,BSNL,7268263,value in absolute number,
2020,May,Kerala,wireless,BSNL,10944716,value in absolute number,
2020,May,Kolkata,wireless,BSNL,2127898,value in absolute number,
2020,May,Madhya Pradesh,wireless,BSNL,6395871,value in absolute number,
2020,May,Maharashtra,wireless,BSNL,7077504,value in absolute number,
2020,May,Mumbai,wireless,BSNL,0,value in absolute number,
2020,May,North East,wireless,BSNL,1392938,value in absolute number,
