year,month,circle,type_of_connection,service_provider,value,unit,notes
2022,January,Karnataka,wireless,Reliance Communications,725,value in absolute number,
2022,January,Kerala,wireless,Reliance Communications,185,value in absolute number,
2022,January,Kolkata,wireless,Reliance Communications,2,value in absolute number,
2022,January,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2022,January,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2022,January,Mumbai,wireless,Reliance Communications,1367,value in absolute number,
2022,January,North East,wireless,Reliance Communications,0,value in absolute number,
2022,January,Odisha,wireless,Reliance Communications,64,value in absolute number,
2022,January,Punjab,wireless,Reliance Communications,139,value in absolute number,
2022,January,Rajasthan,wireless,Reliance Communications,183,value in absolute number,
2022,January,Tamil Nadu,wireless,Reliance Communications,316,value in absolute number,
2022,January,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2022,January,Uttar Pradesh (West),wireless,Reliance Communications,21,value in absolute number,
2022,January,West Bengal,wireless,Reliance Communications,300,value in absolute number,
2022,January,All India,wireless,Reliance Communications,3731,value in absolute number,
2022,January,Andhra Pradesh,wireless,Vodafone Idea,14095576,value in absolute number,
2022,January,Assam,wireless,Vodafone Idea,2634479,value in absolute number,
2022,January,Bihar,wireless,Vodafone Idea,10377727,value in absolute number,
2022,January,Delhi,wireless,Vodafone Idea,16103982,value in absolute number,
2022,January,Gujarat,wireless,Vodafone Idea,23844613,value in absolute number,
2022,January,Haryana,wireless,Vodafone Idea,7888919,value in absolute number,
2022,January,Himachal Pradesh,wireless,Vodafone Idea,562770,value in absolute number,
2022,January,Jammu and Kashmir,wireless,Vodafone Idea,456444,value in absolute number,
2022,January,Karnataka,wireless,Vodafone Idea,7981269,value in absolute number,
2022,January,Kerala,wireless,Vodafone Idea,16329344,value in absolute number,
2022,January,Kolkata,wireless,Vodafone Idea,6239867,value in absolute number,
2022,January,Madhya Pradesh,wireless,Vodafone Idea,20684045,value in absolute number,
2022,January,Maharashtra,wireless,Vodafone Idea,29317539,value in absolute number,
2022,January,Mumbai,wireless,Vodafone Idea,11849869,value in absolute number,
2022,January,North East,wireless,Vodafone Idea,1149253,value in absolute number,
2022,January,Odisha,wireless,Vodafone Idea,1943167,value in absolute number,
2022,January,Punjab,wireless,Vodafone Idea,8666491,value in absolute number,
2022,January,Rajasthan,wireless,Vodafone Idea,11378812,value in absolute number,
2022,January,Tamil Nadu,wireless,Vodafone Idea,17762548,value in absolute number,
2022,January,Uttar Pradesh (East),wireless,Vodafone Idea,20736110,value in absolute number,
2022,January,Uttar Pradesh (West),wireless,Vodafone Idea,19143370,value in absolute number,
2022,January,West Bengal,wireless,Vodafone Idea,15979046,value in absolute number,
2022,January,All India,wireless,Vodafone Idea,265125240,value in absolute number,
2022,January,Andhra Pradesh,wireless,BSNL,9290633,value in absolute number,
2022,January,Assam,wireless,BSNL,3170289,value in absolute number,
2022,January,Bihar,wireless,BSNL,5412137,value in absolute number,
2022,January,Delhi,wireless,BSNL,,value in absolute number,
2022,January,Gujarat,wireless,BSNL,5589794,value in absolute number,
2022,January,Haryana,wireless,BSNL,4927210,value in absolute number,
2022,January,Himachal Pradesh,wireless,BSNL,2755701,value in absolute number,
2022,January,Jammu and Kashmir,wireless,BSNL,1321570,value in absolute number,
2022,January,Karnataka,wireless,BSNL,6937785,value in absolute number,
2022,January,Kerala,wireless,BSNL,10669413,value in absolute number,
2022,January,Kolkata,wireless,BSNL,2330334,value in absolute number,
2022,January,Madhya Pradesh,wireless,BSNL,6037258,value in absolute number,
2022,January,Maharashtra,wireless,BSNL,6646400,value in absolute number,
2022,January,Mumbai,wireless,BSNL,,value in absolute number,
2022,January,North East,wireless,BSNL,1355854,value in absolute number,
2022,January,Odisha,wireless,BSNL,6273295,value in absolute number,
2022,January,Punjab,wireless,BSNL,5291338,value in absolute number,
2022,January,Rajasthan,wireless,BSNL,6395775,value in absolute number,
2022,January,Tamil Nadu,wireless,BSNL,10038454,value in absolute number,
2022,January,Uttar Pradesh (East),wireless,BSNL,11124399,value in absolute number,
2022,January,Uttar Pradesh (West),wireless,BSNL,5813800,value in absolute number,
2022,January,West Bengal,wireless,BSNL,2546902,value in absolute number,
2022,January,All India,wireless,BSNL,113928341,value in absolute number,
2022,January,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Assam,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2022,January,North East,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2022,January,Tamil Nadu,wireless,BSNL (VNOs),52494,value in absolute number,
2022,January,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2022,January,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2022,January,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2022,January,All India,wireless,BSNL (VNOs),52494,value in absolute number,
2022,January,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2022,January,Assam,wireless,MTNL,,value in absolute number,
2022,January,Bihar,wireless,MTNL,,value in absolute number,
2022,January,Delhi,wireless,MTNL,2153142,value in absolute number,
2022,January,Gujarat,wireless,MTNL,,value in absolute number,
2022,January,Haryana,wireless,MTNL,,value in absolute number,
2022,January,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2022,January,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2022,January,Karnataka,wireless,MTNL,,value in absolute number,
2022,January,Kerala,wireless,MTNL,,value in absolute number,
2022,January,Kolkata,wireless,MTNL,,value in absolute number,
2022,January,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2022,January,Maharashtra,wireless,MTNL,,value in absolute number,
2022,January,Mumbai,wireless,MTNL,1103707,value in absolute number,
2022,January,North East,wireless,MTNL,,value in absolute number,
2022,January,Odisha,wireless,MTNL,,value in absolute number,
2022,January,Punjab,wireless,MTNL,,value in absolute number,
2022,January,Rajasthan,wireless,MTNL,,value in absolute number,
2022,January,Tamil Nadu,wireless,MTNL,,value in absolute number,
2022,January,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2022,January,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2022,January,West Bengal,wireless,MTNL,,value in absolute number,
2022,January,All India,wireless,MTNL,3256849,value in absolute number,
2022,January,Andhra Pradesh,wireless,Reliance Jio,29144296,value in absolute number,
2022,January,Assam,wireless,Reliance Jio,8338150,value in absolute number,
2022,January,Bihar,wireless,Reliance Jio,33416852,value in absolute number,
2022,January,Delhi,wireless,Reliance Jio,17844325,value in absolute number,
2022,January,Gujarat,wireless,Reliance Jio,25950498,value in absolute number,
2022,January,Haryana,wireless,Reliance Jio,8605409,value in absolute number,
2022,January,Himachal Pradesh,wireless,Reliance Jio,3589258,value in absolute number,
2022,January,Jammu and Kashmir,wireless,Reliance Jio,4464079,value in absolute number,
2022,January,Karnataka,wireless,Reliance Jio,19800475,value in absolute number,
2022,January,Kerala,wireless,Reliance Jio,9313299,value in absolute number,
2022,January,Kolkata,wireless,Reliance Jio,9838331,value in absolute number,
2022,January,Madhya Pradesh,wireless,Reliance Jio,35357826,value in absolute number,
2022,January,Maharashtra,wireless,Reliance Jio,36334081,value in absolute number,
2022,January,Mumbai,wireless,Reliance Jio,11789900,value in absolute number,
2022,January,North East,wireless,Reliance Jio,3847195,value in absolute number,
2022,January,Odisha,wireless,Reliance Jio,13562545,value in absolute number,
2022,January,Punjab,wireless,Reliance Jio,11489023,value in absolute number,
2022,January,Rajasthan,wireless,Reliance Jio,23674011,value in absolute number,
2022,January,Tamil Nadu,wireless,Reliance Jio,24257707,value in absolute number,
2022,January,Uttar Pradesh (East),wireless,Reliance Jio,32174664,value in absolute number,
2022,January,Uttar Pradesh (West),wireless,Reliance Jio,21091113,value in absolute number,
2022,January,West Bengal,wireless,Reliance Jio,22510693,value in absolute number,
2022,January,All India,wireless,Reliance Jio,406393730,value in absolute number,
2021,December,Andhra Pradesh,wireless,Bharti Airtel,31441078,value in absolute number,
2021,December,Assam,wireless,Bharti Airtel,9863684,value in absolute number,
2021,December,Bihar,wireless,Bharti Airtel,36617800,value in absolute number,
2021,December,Delhi,wireless,Bharti Airtel,16083381,value in absolute number,
2021,December,Gujarat,wireless,Bharti Airtel,11706924,value in absolute number,
2021,December,Haryana,wireless,Bharti Airtel,5758268,value in absolute number,
2021,December,Himachal Pradesh,wireless,Bharti Airtel,3346476,value in absolute number,
2021,December,Jammu and Kashmir,wireless,Bharti Airtel,5585762,value in absolute number,
2021,December,Karnataka,wireless,Bharti Airtel,30515006,value in absolute number,
2021,December,Kerala,wireless,Bharti Airtel,7655543,value in absolute number,
2021,December,Kolkata,wireless,Bharti Airtel,5551034,value in absolute number,
2021,December,Madhya Pradesh,wireless,Bharti Airtel,15204073,value in absolute number,
2021,December,Maharashtra,wireless,Bharti Airtel,20034296,value in absolute number,
2021,December,Mumbai,wireless,Bharti Airtel,9457931,value in absolute number,
2021,December,North East,wireless,Bharti Airtel,5541403,value in absolute number,
2021,December,Odisha,wireless,Bharti Airtel,11054462,value in absolute number,
2021,December,Punjab,wireless,Bharti Airtel,11698618,value in absolute number,
2021,December,Rajasthan,wireless,Bharti Airtel,21437654,value in absolute number,
2021,December,Tamil Nadu,wireless,Bharti Airtel,28022805,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,Bharti Airtel,35978842,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,Bharti Airtel,17844869,value in absolute number,
2021,December,West Bengal,wireless,Bharti Airtel,15369706,value in absolute number,
2021,December,All India,wireless,Reliance Communications,355769615,value in absolute number,
2021,December,Andhra Pradesh,wireless,Reliance Communications,,value in absolute number,
2021,December,Assam,wireless,Reliance Communications,,value in absolute number,
2021,December,Bihar,wireless,Reliance Communications,,value in absolute number,
2021,December,Delhi,wireless,Reliance Communications,208,value in absolute number,
2021,December,Gujarat,wireless,Reliance Communications,109,value in absolute number,
2021,December,Haryana,wireless,Reliance Communications,19,value in absolute number,
2021,December,Himachal Pradesh,wireless,Reliance Communications,93,value in absolute number,
2021,December,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2021,December,Karnataka,wireless,Reliance Communications,691,value in absolute number,
2021,December,Kerala,wireless,Reliance Communications,185,value in absolute number,
2021,December,Kolkata,wireless,Reliance Communications,2,value in absolute number,
2021,December,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2021,December,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2021,December,Mumbai,wireless,Reliance Communications,1380,value in absolute number,
2021,December,North East,wireless,Reliance Communications,0,value in absolute number,
2021,December,Odisha,wireless,Reliance Communications,66,value in absolute number,
2021,December,Punjab,wireless,Reliance Communications,144,value in absolute number,
2021,December,Rajasthan,wireless,Reliance Communications,183,value in absolute number,
2021,December,Tamil Nadu,wireless,Reliance Communications,317,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,Reliance Communications,21,value in absolute number,
2021,December,West Bengal,wireless,Reliance Communications,316,value in absolute number,
2021,December,All India,wireless,Reliance Communications,3734,value in absolute number,
2021,December,Andhra Pradesh,wireless,Vodafone Idea,14241991,value in absolute number,
2021,December,Assam,wireless,Vodafone Idea,2751705,value in absolute number,
2021,December,Bihar,wireless,Vodafone Idea,10577260,value in absolute number,
2021,December,Delhi,wireless,Vodafone Idea,15994885,value in absolute number,
2021,December,Gujarat,wireless,Vodafone Idea,23790340,value in absolute number,
2021,December,Haryana,wireless,Vodafone Idea,7912039,value in absolute number,
2021,December,Himachal Pradesh,wireless,Vodafone Idea,581906,value in absolute number,
2021,December,Jammu and Kashmir,wireless,Vodafone Idea,460394,value in absolute number,
2021,December,Karnataka,wireless,Vodafone Idea,8249302,value in absolute number,
2021,December,Kerala,wireless,Vodafone Idea,16408387,value in absolute number,
2021,December,Kolkata,wireless,Vodafone Idea,6313538,value in absolute number,
2021,December,Madhya Pradesh,wireless,Vodafone Idea,20461601,value in absolute number,
2021,December,Maharashtra,wireless,Vodafone Idea,28665552,value in absolute number,
2021,December,Mumbai,wireless,Vodafone Idea,11587899,value in absolute number,
2021,December,North East,wireless,Vodafone Idea,1217071,value in absolute number,
2021,December,Odisha,wireless,Vodafone Idea,2002780,value in absolute number,
2021,December,Punjab,wireless,Vodafone Idea,8871081,value in absolute number,
2021,December,Rajasthan,wireless,Vodafone Idea,11463411,value in absolute number,
2021,December,Tamil Nadu,wireless,Vodafone Idea,18029076,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,Vodafone Idea,20531856,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,Vodafone Idea,19033068,value in absolute number,
2021,December,West Bengal,wireless,Vodafone Idea,16369180,value in absolute number,
2021,December,All India,wireless,Vodafone Idea,265514322,value in absolute number,
2021,December,Andhra Pradesh,wireless,BSNL,9250321,value in absolute number,
2021,December,Assam,wireless,BSNL,3148812,value in absolute number,
2021,December,Bihar,wireless,BSNL,6055483,value in absolute number,
2021,December,Delhi,wireless,BSNL,,value in absolute number,
2021,December,Gujarat,wireless,BSNL,5557094,value in absolute number,
2021,December,Haryana,wireless,BSNL,5008936,value in absolute number,
2021,December,Himachal Pradesh,wireless,BSNL,2731558,value in absolute number,
2021,December,Jammu and Kashmir,wireless,BSNL,1314310,value in absolute number,
2021,December,Karnataka,wireless,BSNL,6883854,value in absolute number,
2021,December,Kerala,wireless,BSNL,10713151,value in absolute number,
2021,December,Kolkata,wireless,BSNL,2282912,value in absolute number,
2021,December,Madhya Pradesh,wireless,BSNL,6016461,value in absolute number,
2021,December,Maharashtra,wireless,BSNL,6626836,value in absolute number,
2021,December,Mumbai,wireless,BSNL,,value in absolute number,
2021,December,North East,wireless,BSNL,1355620,value in absolute number,
2021,December,Odisha,wireless,BSNL,6230390,value in absolute number,
2021,December,Punjab,wireless,BSNL,5340564,value in absolute number,
2021,December,Rajasthan,wireless,BSNL,6339200,value in absolute number,
2021,December,Tamil Nadu,wireless,BSNL,9948483,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,BSNL,11135129,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,BSNL,5707962,value in absolute number,
2021,December,West Bengal,wireless,BSNL,2659841,value in absolute number,
2021,December,All India,wireless,BSNL,114306917,value in absolute number,
2021,December,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Assam,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2021,December,North East,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2021,December,Tamil Nadu,wireless,BSNL (VNOs),51438,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
2021,December,West Bengal,wireless,BSNL (VNOs),,value in absolute number,
2021,December,All India,wireless,BSNL (VNOs),51438,value in absolute number,
2021,December,Andhra Pradesh,wireless,MTNL,,value in absolute number,
2021,December,Assam,wireless,MTNL,,value in absolute number,
2021,December,Bihar,wireless,MTNL,,value in absolute number,
2021,December,Delhi,wireless,MTNL,2153573,value in absolute number,
2021,December,Gujarat,wireless,MTNL,,value in absolute number,
2021,December,Haryana,wireless,MTNL,,value in absolute number,
2021,December,Himachal Pradesh,wireless,MTNL,,value in absolute number,
2021,December,Jammu and Kashmir,wireless,MTNL,,value in absolute number,
2021,December,Karnataka,wireless,MTNL,,value in absolute number,
2021,December,Kerala,wireless,MTNL,,value in absolute number,
2021,December,Kolkata,wireless,MTNL,,value in absolute number,
2021,December,Madhya Pradesh,wireless,MTNL,,value in absolute number,
2021,December,Maharashtra,wireless,MTNL,,value in absolute number,
2021,December,Mumbai,wireless,MTNL,1103707,value in absolute number,
2021,December,North East,wireless,MTNL,,value in absolute number,
2021,December,Odisha,wireless,MTNL,,value in absolute number,
2021,December,Punjab,wireless,MTNL,,value in absolute number,
2021,December,Rajasthan,wireless,MTNL,,value in absolute number,
2021,December,Tamil Nadu,wireless,MTNL,,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,MTNL,,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,MTNL,,value in absolute number,
2021,December,West Bengal,wireless,MTNL,,value in absolute number,
2021,December,All India,wireless,MTNL,3257280,value in absolute number,
2021,December,Andhra Pradesh,wireless,Reliance Jio,29977838,value in absolute number,
2021,December,Assam,wireless,Reliance Jio,8469432,value in absolute number,
2021,December,Bihar,wireless,Reliance Jio,34164308,value in absolute number,
2021,December,Delhi,wireless,Reliance Jio,18363659,value in absolute number,
2021,December,Gujarat,wireless,Reliance Jio,26419800,value in absolute number,
2021,December,Haryana,wireless,Reliance Jio,8964965,value in absolute number,
2021,December,Himachal Pradesh,wireless,Reliance Jio,3685363,value in absolute number,
2021,December,Jammu and Kashmir,wireless,Reliance Jio,4440438,value in absolute number,
2021,December,Karnataka,wireless,Reliance Jio,20628775,value in absolute number,
2021,December,Kerala,wireless,Reliance Jio,9590349,value in absolute number,
2021,December,Kolkata,wireless,Reliance Jio,10207503,value in absolute number,
2021,December,Madhya Pradesh,wireless,Reliance Jio,35689111,value in absolute number,
2021,December,Maharashtra,wireless,Reliance Jio,37083113,value in absolute number,
2021,December,Mumbai,wireless,Reliance Jio,12027759,value in absolute number,
2021,December,North East,wireless,Reliance Jio,3889037,value in absolute number,
2021,December,Odisha,wireless,Reliance Jio,13887968,value in absolute number,
2021,December,Punjab,wireless,Reliance Jio,11889299,value in absolute number,
2021,December,Rajasthan,wireless,Reliance Jio,24090835,value in absolute number,
2021,December,Tamil Nadu,wireless,Reliance Jio,24899646,value in absolute number,
2021,December,Uttar Pradesh (East),wireless,Reliance Jio,32816775,value in absolute number,
2021,December,Uttar Pradesh (West),wireless,Reliance Jio,21620210,value in absolute number,
2021,December,West Bengal,wireless,Reliance Jio,22910130,value in absolute number,
2021,December,All India,wireless,Reliance Jio,415716313,value in absolute number,
2021,November,Andhra Pradesh,wireless,Bharti Airtel,31298106,value in absolute number,
2021,November,Assam,wireless,Bharti Airtel,9813893,value in absolute number,
2021,November,Bihar,wireless,Bharti Airtel,36212977,value in absolute number,
2021,November,Delhi,wireless,Bharti Airtel,15876083,value in absolute number,
2021,November,Gujarat,wireless,Bharti Airtel,11700880,value in absolute number,
2021,November,Haryana,wireless,Bharti Airtel,5702016,value in absolute number,
2021,November,Himachal Pradesh,wireless,Bharti Airtel,3328678,value in absolute number,
2021,November,Jammu and Kashmir,wireless,Bharti Airtel,5513815,value in absolute number,
2021,November,Karnataka,wireless,Bharti Airtel,30400959,value in absolute number,
2021,November,Kerala,wireless,Bharti Airtel,7563895,value in absolute number,
2021,November,Kolkata,wireless,Bharti Airtel,5495146,value in absolute number,
2021,November,Madhya Pradesh,wireless,Bharti Airtel,15406932,value in absolute number,
2021,November,Maharashtra,wireless,Bharti Airtel,20236300,value in absolute number,
2021,November,Mumbai,wireless,Bharti Airtel,9426690,value in absolute number,
2021,November,North East,wireless,Bharti Airtel,5504889,value in absolute number,
2021,November,Odisha,wireless,Bharti Airtel,10986849,value in absolute number,
2021,November,Punjab,wireless,Bharti Airtel,11576445,value in absolute number,
2021,November,Rajasthan,wireless,Bharti Airtel,21506066,value in absolute number,
2021,November,Tamil Nadu,wireless,Bharti Airtel,27848022,value in absolute number,
2021,November,Uttar Pradesh (East),wireless,Bharti Airtel,36545014,value in absolute number,
2021,November,Uttar Pradesh (West),wireless,Bharti Airtel,18068668,value in absolute number,
2021,November,West Bengal,wireless,Bharti Airtel,15282211,value in absolute number,
2021,November,All India,wireless,Bharti Airtel,355294534,value in absolute number,
2021,November,Andhra Pradesh,wireless,Reliance Communications,,value in absolute number,
2021,November,Assam,wireless,Reliance Communications,,value in absolute number,
2021,November,Bihar,wireless,Reliance Communications,,value in absolute number,
2021,November,Delhi,wireless,Reliance Communications,250,value in absolute number,
2021,November,Gujarat,wireless,Reliance Communications,142,value in absolute number,
2021,November,Haryana,wireless,Reliance Communications,19,value in absolute number,
2021,November,Himachal Pradesh,wireless,Reliance Communications,93,value in absolute number,
2021,November,Jammu and Kashmir,wireless,Reliance Communications,0,value in absolute number,
2021,November,Karnataka,wireless,Reliance Communications,728,value in absolute number,
2021,November,Kerala,wireless,Reliance Communications,187,value in absolute number,
2021,November,Kolkata,wireless,Reliance Communications,4,value in absolute number,
2021,November,Madhya Pradesh,wireless,Reliance Communications,0,value in absolute number,
2021,November,Maharashtra,wireless,Reliance Communications,0,value in absolute number,
2021,November,Mumbai,wireless,Reliance Communications,2020,value in absolute number,
2021,November,North East,wireless,Reliance Communications,0,value in absolute number,
2021,November,Odisha,wireless,Reliance Communications,74,value in absolute number,
2021,November,Punjab,wireless,Reliance Communications,134,value in absolute number,
2021,November,Rajasthan,wireless,Reliance Communications,162,value in absolute number,
2021,November,Tamil Nadu,wireless,Reliance Communications,328,value in absolute number,
2021,November,Uttar Pradesh (East),wireless,Reliance Communications,0,value in absolute number,
2021,November,Uttar Pradesh (West),wireless,Reliance Communications,27,value in absolute number,
2021,November,West Bengal,wireless,Reliance Communications,366,value in absolute number,
2021,November,All India,wireless,Reliance Communications,4534,value in absolute number,
2021,November,Andhra Pradesh,wireless,Vodafone Idea,14417213,value in absolute number,
2021,November,Assam,wireless,Vodafone Idea,2808749,value in absolute number,
2021,November,Bihar,wireless,Vodafone Idea,10747890,value in absolute number,
2021,November,Delhi,wireless,Vodafone Idea,15823733,value in absolute number,
2021,November,Gujarat,wireless,Vodafone Idea,24075093,value in absolute number,
2021,November,Haryana,wireless,Vodafone Idea,7896091,value in absolute number,
2021,November,Himachal Pradesh,wireless,Vodafone Idea,589772,value in absolute number,
2021,November,Jammu and Kashmir,wireless,Vodafone Idea,490285,value in absolute number,
2021,November,Karnataka,wireless,Vodafone Idea,8362821,value in absolute number,
2021,November,Kerala,wireless,Vodafone Idea,16499736,value in absolute number,
2021,November,Kolkata,wireless,Vodafone Idea,6355564,value in absolute number,
2021,November,Madhya Pradesh,wireless,Vodafone Idea,20566331,value in absolute number,
2021,November,Maharashtra,wireless,Vodafone Idea,28900729,value in absolute number,
2021,November,Mumbai,wireless,Vodafone Idea,11603364,value in absolute number,
2021,November,North East,wireless,Vodafone Idea,1235345,value in absolute number,
2021,November,Odisha,wireless,Vodafone Idea,2031253,value in absolute number,
2021,November,Punjab,wireless,Vodafone Idea,8932142,value in absolute number,
2021,November,Rajasthan,wireless,Vodafone Idea,11512840,value in absolute number,
2021,November,Tamil Nadu,wireless,Vodafone Idea,18157872,value in absolute number,
2021,November,Uttar Pradesh (East),wireless,Vodafone Idea,20548863,value in absolute number,
2021,November,Uttar Pradesh (West),wireless,Vodafone Idea,19123461,value in absolute number,
2021,November,West Bengal,wireless,Vodafone Idea,16449885,value in absolute number,
2021,November,All India,wireless,Vodafone Idea,267129032,value in absolute number,
2021,November,Andhra Pradesh,wireless,BSNL,9182467,value in absolute number,
2021,November,Assam,wireless,BSNL,3127340,value in absolute number,
2021,November,Bihar,wireless,BSNL,5453955,value in absolute number,
2021,November,Delhi,wireless,BSNL,,value in absolute number,
2021,November,Gujarat,wireless,BSNL,5558866,value in absolute number,
2021,November,Haryana,wireless,BSNL,4962800,value in absolute number,
2021,November,Himachal Pradesh,wireless,BSNL,2710918,value in absolute number,
2021,November,Jammu and Kashmir,wireless,BSNL,1313545,value in absolute number,
2021,November,Karnataka,wireless,BSNL,6953582,value in absolute number,
2021,November,Kerala,wireless,BSNL,10675401,value in absolute number,
2021,November,Kolkata,wireless,BSNL,2236564,value in absolute number,
2021,November,Madhya Pradesh,wireless,BSNL,5967668,value in absolute number,
2021,November,Maharashtra,wireless,BSNL,6594366,value in absolute number,
2021,November,Mumbai,wireless,BSNL,,value in absolute number,
2021,November,North East,wireless,BSNL,1350345,value in absolute number,
2021,November,Odisha,wireless,BSNL,6246307,value in absolute number,
2021,November,Punjab,wireless,BSNL,5307331,value in absolute number,
2021,November,Rajasthan,wireless,BSNL,6178117,value in absolute number,
2021,November,Tamil Nadu,wireless,BSNL,9932629,value in absolute number,
2021,November,Uttar Pradesh (East),wireless,BSNL,11120915,value in absolute number,
2021,November,Uttar Pradesh (West),wireless,BSNL,5651015,value in absolute number,
2021,November,West Bengal,wireless,BSNL,2607548,value in absolute number,
2021,November,All India,wireless,BSNL,113131679,value in absolute number,
2021,November,Andhra Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Assam,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Bihar,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Delhi,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Gujarat,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Haryana,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Himachal Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Jammu and Kashmir,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Karnataka,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Kerala,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Kolkata,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Madhya Pradesh,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Maharashtra,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Mumbai,wireless,BSNL (VNOs),,value in absolute number,
2021,November,North East,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Odisha,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Punjab,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Rajasthan,wireless,BSNL (VNOs),,value in absolute number,
2021,November,Tamil Nadu,wireless,BSNL (VNOs),59984,value in absolute number,
2021,November,Uttar Pradesh (East),wireless,BSNL (VNOs),,value in absolute number,
2021,November,Uttar Pradesh (West),wireless,BSNL (VNOs),,value in absolute number,
